RunNumber,Turbine,m,YawBrMyp,YawBrMzp
434,1,10,2924,2682
434,2,8,2224,2093
434,2,9,2354,2226
434,2,10,2475,2350
435,1,8,4618,4606
435,1,9,4945,4912
435,1,10,5240,5191
435,2,8,4839,4743
435,2,9,5186,5073
435,2,10,5497,5373
436,1,8,2697,3230
436,1,9,2852,3403
436,1,10,2997,3563
436,2,8,2368,2659
436,2,9,2509,2812
436,2,10,2641,2955
437,1,8,3626,3647
437,1,9,3862,3853
437,1,10,4076,4039
437,2,8,3295,3296
437,2,9,3526,3484
437,2,10,3740,3656
438,1,8,1579,1633
438,1,9,1662,1749
438,1,10,1742,1858
438,2,8,1317,1325
438,2,9,1378,1413
438,2,10,1436,1496
439,1,8,5598,6162
439,1,9,5950,6656
439,1,10,6270,7101
439,2,8,5496,5965
439,2,9,5852,6439
439,2,10,6176,6865
440,1,8,3061,2829
440,1,9,3266,3006
440,1,10,3452,3168
440,2,8,2688,2592
440,2,9,2861,2758
440,2,10,3016,2908
441,1,8,4285,4381
441,1,9,4567,4632
441,1,10,4823,4856
441,2,8,4389,4226
441,2,9,4696,4455
441,2,10,4976,4662
442,1,8,3192,3404
442,1,9,3377,3601
442,1,10,3548,3788
442,2,8,2679,2819
442,2,9,2834,2988
442,2,10,2978,3148
443,1,8,3834,4059
443,1,9,4070,4333
443,1,10,4280,4575
443,2,8,3874,4143
443,2,9,4105,4418
443,2,10,4311,4663
444,1,8,3629,3711
444,1,9,3815,3917
444,1,10,3983,4109
444,2,8,3015,3129
444,2,9,3171,3302
444,2,10,3313,3464
445,1,8,3264,3292
445,1,9,3450,3482
445,1,10,3622,3657
445,2,8,2902,2832
445,2,9,3073,2993
445,2,10,3231,3140
446,1,8,1949,1969
446,1,9,2033,2080
446,1,10,2111,2184
446,2,8,1721,1690
446,2,9,1795,1778
446,2,10,1864,1861
447,1,8,5862,5039
447,1,9,6324,5318
447,1,10,6744,5570
447,2,8,5801,4976
447,2,9,6264,5267
447,2,10,6683,5531
448,1,8,4945,4335
448,1,9,5307,4550
448,1,10,5643,4750
448,2,8,4152,3730
448,2,9,4446,3925
448,2,10,4721,4105
449,1,8,4224,4460
449,1,9,4461,4735
449,1,10,4679,4989
449,2,8,3997,4341
449,2,9,4208,4631
449,2,10,4402,4898
450,1,8,2463,2538
450,1,9,2632,2742
450,1,10,2789,2927
450,2,8,2033,1934
450,2,9,2178,2074
450,2,10,2312,2202
451,1,8,4589,5343
451,1,9,4861,5680
451,1,10,5110,5983
451,2,8,4342,4927
451,2,9,4592,5230
451,2,10,4820,5507
452,1,8,3179,3720
452,1,9,3359,3941
452,1,10,3527,4139
452,2,8,2664,2996
452,2,9,2816,3164
452,2,10,2957,3315
453,1,8,5180,5321
453,1,9,5529,5687
453,1,10,5844,6023
453,2,8,4957,4870
453,2,9,5285,5155
453,2,10,5581,5414
454,1,8,2069,2198
454,1,9,2169,2322
454,1,10,2263,2441
454,2,8,1966,2035
454,2,9,2067,2147
454,2,10,2163,2254
455,1,8,4958,5353
455,1,9,5242,5683
455,1,10,5500,5982
455,2,8,4926,5433
455,2,9,5198,5776
455,2,10,5445,6086
456,1,8,2990,2526
456,1,9,3206,2662
456,1,10,3406,2786
456,2,8,2491,2119
456,2,9,2660,2224
456,2,10,2818,2320
457,1,8,4852,4541
457,1,9,5172,4805
457,1,10,5459,5048
457,2,8,4576,4617
457,2,9,4852,4887
457,2,10,5104,5137
458,1,8,2091,2028
458,1,9,2219,2142
458,1,10,2338,2249
458,2,8,1790,1808
458,2,9,1894,1924
458,2,10,1990,2034
459,1,8,5638,5946
459,1,9,5989,6296
459,1,10,6313,6614
459,2,8,5168,5386
459,2,9,5486,5688
459,2,10,5780,5961
460,1,8,3604,3720
460,1,9,3780,3925
460,1,10,3945,4116
460,2,8,3104,3161
460,2,9,3264,3323
460,2,10,3414,3472
461,1,8,4427,4218
461,1,9,4720,4481
461,1,10,4987,4725
461,2,8,3702,3727
461,2,9,3927,3944
461,2,10,4131,4142
462,1,8,2150,2155
462,1,9,2282,2276
462,1,10,2406,2390
462,2,8,2060,2124
462,2,9,2174,2251
462,2,10,2281,2372
463,1,8,4771,5298
463,1,9,5056,5647
463,1,10,5315,5961
463,2,8,4623,5071
463,2,9,4898,5398
463,2,10,5144,5692
464,1,8,3839,3661
464,1,9,4092,3877
464,1,10,4321,4073
464,2,8,3167,3113
464,2,9,3374,3305
464,2,10,3562,3480
465,1,8,4642,4794
465,1,9,4952,5079
465,1,10,5241,5338
465,2,8,4364,4763
465,2,9,4593,5063
465,2,10,4806,5344
466,1,8,2726,2464
466,1,9,2908,2602
466,1,10,3077,2733
466,2,8,2334,2216
466,2,9,2495,2371
466,2,10,2644,2518
467,1,8,4546,4691
467,1,9,4822,4995
467,1,10,5072,5269
467,2,8,4337,4665
467,2,9,4590,4987
467,2,10,4818,5278
468,1,8,3123,2936
468,1,9,3320,3085
468,1,10,3504,3223
468,2,8,2838,2553
468,2,9,3022,2683
468,2,10,3191,2802
469,1,8,4850,5205
469,1,9,5144,5546
469,1,10,5412,5862
469,2,8,4220,4497
469,2,9,4454,4777
469,2,10,4667,5036
470,1,8,1204,1105
470,1,9,1284,1150
470,1,10,1360,1193
470,2,8,1074,987.6
470,2,9,1133,1031
470,2,10,1192,1072
471,1,8,6212,7102
471,1,9,6588,7573
471,1,10,6928,7994
471,2,8,5678,6608
471,2,9,6023,7050
471,2,10,6334,7445
472,1,8,3813,4063
472,1,9,4035,4293
472,1,10,4239,4507
472,2,8,3287,3346
472,2,9,3467,3532
472,2,10,3634,3705
473,1,8,4359,4276
473,1,9,4629,4529
473,1,10,4874,4756
473,2,8,4717,4630
473,2,9,5018,4921
473,2,10,5291,5186
474,1,8,3528,4039
474,1,9,3735,4256
474,1,10,3926,4460
474,2,8,3361,3832
474,2,9,3560,4029
474,2,10,3745,4213
475,1,8,4728,4565
475,1,9,5032,4794
475,1,10,5307,5004
475,2,8,4419,4377
475,2,9,4690,4619
475,2,10,4936,4839
476,1,8,3084,3318
476,1,9,3244,3489
476,1,10,3393,3647
476,2,8,2658,2974
476,2,9,2794,3140
476,2,10,2923,3293
477,1,8,3846,4102
477,1,9,4090,4370
477,1,10,4315,4614
477,2,8,3621,3868
477,2,9,3879,4151
477,2,10,4117,4408
478,1,8,2157,2036
478,1,9,2294,2161
478,1,10,2420,2274
478,2,8,2215,2008
478,2,9,2368,2132
478,2,10,2507,2245
479,1,8,5403,5529
479,1,9,5725,5842
479,1,10,6014,6124
479,2,8,5349,5356
479,2,9,5681,5669
479,2,10,5978,5952
480,1,8,4500,4553
480,1,9,4757,4784
480,1,10,4998,4998
480,2,8,3838,3894
480,2,9,4027,4103
480,2,10,4199,4301
481,1,8,5610,6370
481,1,9,5891,6716
481,1,10,6142,7025
481,2,8,5131,5490
481,2,9,5473,5781
481,2,10,5791,6045
482,1,8,2447,2760
482,1,9,2615,2951
482,1,10,2771,3128
482,2,8,1977,2194
482,2,9,2109,2348
482,2,10,2233,2490
483,1,8,4550,4951
483,1,9,4828,5283
483,1,10,5080,5587
483,2,8,4630,4977
483,2,9,4911,5291
483,2,10,5169,5581
484,1,8,3085,2964
484,1,9,3332,3139
484,1,10,3555,3299
484,2,8,2602,2422
484,2,9,2812,2572
484,2,10,3002,2712
485,1,8,4464,4276
485,1,9,4759,4550
485,1,10,5023,4800
485,2,8,4340,4305
485,2,9,4626,4602
485,2,10,4884,4869
486,1,8,1770,1845
486,1,9,1846,1935
486,1,10,1918,2019
486,2,8,1596,1623
486,2,9,1669,1705
486,2,10,1740,1782
487,1,8,6538,6569
487,1,9,6968,6963
487,1,10,7357,7320
487,2,8,6323,6358
487,2,9,6742,6743
487,2,10,7118,7088
488,1,8,2966,3050
488,1,9,3155,3237
488,1,10,3332,3411
488,2,8,2631,2773
488,2,9,2795,2951
488,2,10,2946,3114
489,1,8,4350,3795
489,1,9,4637,4025
489,1,10,4900,4239
489,2,8,4691,4023
489,2,9,5002,4235
489,2,10,5289,4434
490,1,8,2857,2916
490,1,9,2998,3059
490,1,10,3129,3191
490,2,8,2680,2639
490,2,9,2811,2753
490,2,10,2932,2857
491,1,8,5398,5539
491,1,9,5764,5894
491,1,10,6101,6217
491,2,8,5235,5281
491,2,9,5572,5618
491,2,10,5878,5925
492,1,8,3541,3244
492,1,9,3735,3450
492,1,10,3911,3641
492,2,8,2945,2666
492,2,9,3111,2819
492,2,10,3264,2960
493,1,8,3385,3847
493,1,9,3576,4008
493,1,10,3750,4151
493,2,8,3208,3587
493,2,9,3389,3759
493,2,10,3557,3915
494,1,8,1521,1433
494,1,9,1613,1511
494,1,10,1699,1584
494,2,8,1416,1280
494,2,9,1514,1353
494,2,10,1603,1421
495,1,8,5461,5475
495,1,9,5784,5789
495,1,10,6077,6081
495,2,8,5508,5311
495,2,9,5838,5612
495,2,10,6137,5887
496,1,8,3345,3367
496,1,9,3555,3568
496,1,10,3753,3754
496,2,8,3078,2967
496,2,9,3271,3144
496,2,10,3452,3309
497,1,8,4028,4329
497,1,9,4279,4605
497,1,10,4506,4854
497,2,8,4016,4313
497,2,9,4252,4619
497,2,10,4464,4894
498,1,8,2593,2666
498,1,9,2765,2833
498,1,10,2926,2984
498,2,8,2199,2083
498,2,9,2357,2208
498,2,10,2505,2321
499,1,8,5090,4970
499,1,9,5463,5259
499,1,10,5805,5517
499,2,8,4487,4638
499,2,9,4778,4908
499,2,10,5046,5152
500,1,8,3240,3253
500,1,9,3403,3432
500,1,10,3550,3600
500,2,8,2732,2746
500,2,9,2872,2900
500,2,10,2998,3045
501,1,8,4291,4216
501,1,9,4528,4461
501,1,10,4746,4685
501,2,8,3871,3842
501,2,9,4096,4072
501,2,10,4305,4282
502,1,8,1662,1505
502,1,9,1757,1578
502,1,10,1845,1647
502,2,8,1383,1250
502,2,9,1458,1311
502,2,10,1528,1367
503,1,8,5273,5410
503,1,9,5603,5757
503,1,10,5901,6067
503,2,8,5176,5334
503,2,9,5497,5674
503,2,10,5786,5977
504,1,8,4282,4474
504,1,9,4542,4805
504,1,10,4781,5110
504,2,8,3589,3707
504,2,9,3814,3986
504,2,10,4019,4241
505,1,8,5518,5467
505,1,9,5864,5817
505,1,10,6172,6139
505,2,8,5199,5004
505,2,9,5535,5307
505,2,10,5837,5581
506,1,8,2784,2908
506,1,9,2942,3071
506,1,10,3093,3229
506,2,8,2425,2458
506,2,9,2567,2587
506,2,10,2700,2709
507,1,8,3462,3565
507,1,9,3659,3792
507,1,10,3839,4001
507,2,8,3209,3040
507,2,9,3417,3217
507,2,10,3608,3381
508,1,8,3481,3367
508,1,9,3735,3566
508,1,10,3964,3748
508,2,8,2810,2682
508,2,9,3015,2833
508,2,10,3201,2971
509,1,8,5334,5432
509,1,9,5687,5742
509,1,10,6010,6031
509,2,8,4623,4575
509,2,9,4938,4827
509,2,10,5226,5059
510,1,8,2652,3036
510,1,9,2803,3190
510,1,10,2942,3331
510,2,8,2490,2881
510,2,9,2621,3025
510,2,10,2740,3156
511,1,8,5227,5172
511,1,9,5566,5500
511,1,10,5869,5798
511,2,8,5014,4939
511,2,9,5338,5239
511,2,10,5627,5511
512,1,8,3475,3794
512,1,9,3680,4041
512,1,10,3868,4271
512,2,8,3048,3292
512,2,9,3211,3480
512,2,10,3360,3654
513,1,8,5219,5211
513,1,9,5566,5592
513,1,10,5883,5939
513,2,8,5009,5266
513,2,9,5339,5688
513,2,10,5643,6069
514,1,8,2215,2353
514,1,9,2351,2479
514,1,10,2479,2595
514,2,8,1905,1980
514,2,9,2019,2086
514,2,10,2127,2185
515,1,8,4202,4070
515,1,9,4461,4316
515,1,10,4693,4540
515,2,8,4392,4067
515,2,9,4689,4310
515,2,10,4960,4533
516,1,8,3242,3123
516,1,9,3451,3310
516,1,10,3644,3483
516,2,8,2751,2547
516,2,9,2942,2695
516,2,10,3120,2831
517,1,8,3634,3871
517,1,9,3850,4115
517,1,10,4052,4337
517,2,8,3427,3527
517,2,9,3612,3745
517,2,10,3783,3944
518,1,8,2152,2029
518,1,9,2287,2123
518,1,10,2412,2208
518,2,8,2053,1975
518,2,9,2182,2071
518,2,10,2302,2159
519,1,8,5628,5243
519,1,9,5969,5525
519,1,10,6279,5785
519,2,8,5507,5134
519,2,9,5830,5399
519,2,10,6123,5643
520,1,8,3668,4062
520,1,9,3856,4329
520,1,10,4030,4573
520,2,8,3087,3455
520,2,9,3247,3683
520,2,10,3395,3890
521,1,8,5003,5283
521,1,9,5323,5623
521,1,10,5615,5930
521,2,8,4735,5235
521,2,9,5001,5568
521,2,10,5245,5869
522,1,8,2250,2352
522,1,9,2402,2492
522,1,10,2542,2619
522,2,8,1869,1917
522,2,9,1989,2026
522,2,10,2098,2125
523,1,8,4381,5248
523,1,9,4626,5580
523,1,10,4846,5879
523,2,8,4270,5243
523,2,9,4517,5607
523,2,10,4739,5933
524,1,8,2648,2567
524,1,9,2807,2714
524,1,10,2955,2849
524,2,8,2273,2285
524,2,9,2414,2426
524,2,10,2544,2554
525,1,8,3905,3642
525,1,9,4126,3813
525,1,10,4329,3969
525,2,8,3652,3227
525,2,9,3863,3378
525,2,10,4055,3516
526,1,8,2173,2012
526,1,9,2325,2133
526,1,10,2469,2244
526,2,8,1782,1762
526,2,9,1904,1878
526,2,10,2019,1984
527,1,8,5692,5109
527,1,9,6053,5409
527,1,10,6379,5688
527,2,8,5440,4915
527,2,9,5794,5199
527,2,10,6112,5462
528,1,8,4015,4178
528,1,9,4221,4429
528,1,10,4412,4663
528,2,8,3265,3491
528,2,9,3416,3707
528,2,10,3555,3909
529,1,8,6030,5839
529,1,9,6460,6220
529,1,10,6854,6568
529,2,8,5536,5612
529,2,9,5911,5995
529,2,10,6252,6342
530,1,8,2260,2578
530,1,9,2393,2751
530,1,10,2516,2907
530,2,8,1890,2152
530,2,9,1995,2300
530,2,10,2092,2434
531,1,8,4920,5246
531,1,9,5261,5566
531,1,10,5575,5851
531,2,8,4699,4986
531,2,9,5016,5277
531,2,10,5306,5535
532,1,8,2919,3270
532,1,9,3088,3463
532,1,10,3243,3640
532,2,8,2437,2784
532,2,9,2575,2958
532,2,10,2702,3118
533,1,8,4042,3885
533,1,9,4296,4163
533,1,10,4530,4417
533,2,8,3610,3417
533,2,9,3842,3657
533,2,10,4051,3878
534,1,8,1781,1760
534,1,9,1861,1847
534,1,10,1936,1928
534,2,8,1645,1609
534,2,9,1717,1687
534,2,10,1784,1758
535,1,8,4980,5816
535,1,9,5268,6214
535,1,10,5531,6572
535,2,8,4963,5651
535,2,9,5253,6023
535,2,10,5516,6355
536,1,8,3680,3517
536,1,9,3869,3701
536,1,10,4040,3874
536,2,8,3026,2997
536,2,9,3181,3162
536,2,10,3321,3316
537,1,8,5099,5128
537,1,9,5461,5479
537,1,10,5785,5792
537,2,8,4939,4788
537,2,9,5296,5111
537,2,10,5617,5402
538,1,8,2822,2676
538,1,9,3008,2819
538,1,10,3182,2949
538,2,8,2503,2340
538,2,9,2664,2461
538,2,10,2812,2572
539,1,8,4692,4506
539,1,9,4983,4778
539,1,10,5244,5029
539,2,8,4490,4372
539,2,9,4779,4632
539,2,10,5038,4869
540,1,8,4018,4163
540,1,9,4254,4396
540,1,10,4471,4614
540,2,8,3254,3439
540,2,9,3421,3651
540,2,10,3573,3850
541,1,8,4295,3936
541,1,9,4626,4188
541,1,10,4933,4416
541,2,8,3651,3463
541,2,9,3913,3690
541,2,10,4157,3894
542,1,8,1588,1544
542,1,9,1684,1618
542,1,10,1775,1687
542,2,8,1358,1340
542,2,9,1430,1401
542,2,10,1499,1457
543,1,8,5301,5985
543,1,9,5620,6416
543,1,10,5907,6806
543,2,8,4943,5442
543,2,9,5251,5801
543,2,10,5531,6127
544,1,8,3973,3965
544,1,9,4266,4187
544,1,10,4538,4392
544,2,8,3403,3493
544,2,9,3670,3701
544,2,10,3917,3891
545,1,8,4782,5799
545,1,9,5051,6222
545,1,10,5295,6603
545,2,8,4567,5357
545,2,9,4809,5735
545,2,10,5030,6078
546,1,8,2713,2757
546,1,9,2883,2906
546,1,10,3042,3046
546,2,8,2485,2582
546,2,9,2624,2710
546,2,10,2754,2830
547,1,8,4819,4848
547,1,9,5136,5135
547,1,10,5423,5391
547,2,8,4596,4833
547,2,9,4876,5131
547,2,10,5130,5399
548,1,8,2536,2329
548,1,9,2678,2439
548,1,10,2808,2540
548,2,8,2212,2099
548,2,9,2327,2203
548,2,10,2432,2301
549,1,8,4013,4060
549,1,9,4306,4313
549,1,10,4577,4543
549,2,8,4024,3776
549,2,9,4357,4006
549,2,10,4658,4215
550,1,8,1450,1420
550,1,9,1533,1503
550,1,10,1611,1582
550,2,8,1212,1221
550,2,9,1275,1296
550,2,10,1334,1366
551,1,8,5731,6016
551,1,9,6068,6370
551,1,10,6371,6689
551,2,8,5669,5867
551,2,9,6002,6206
551,2,10,6301,6512
552,1,8,4163,3976
552,1,9,4456,4191
552,1,10,4724,4386
552,2,8,3588,3486
552,2,9,3849,3684
552,2,10,4085,3861
553,1,8,5230,5078
553,1,9,5616,5409
553,1,10,5963,5713
553,2,8,4662,4613
553,2,9,4986,4909
553,2,10,5282,5181
554,1,8,2314,2312
554,1,9,2449,2440
554,1,10,2574,2555
554,2,8,2101,2090
554,2,9,2224,2208
554,2,10,2336,2314
555,1,8,5192,6185
555,1,9,5511,6647
555,1,10,5798,7075
555,2,8,4781,5930
555,2,9,5067,6403
555,2,10,5322,6837
556,1,8,3773,3346
556,1,9,4007,3515
556,1,10,4220,3670
556,2,8,3087,2702
556,2,9,3289,2844
556,2,10,3476,2974
557,1,8,4813,5139
557,1,9,5132,5542
557,1,10,5426,5910
557,2,8,4100,4438
557,2,9,4375,4770
557,2,10,4632,5075
558,1,8,2019,1854
558,1,9,2126,1966
558,1,10,2225,2067
558,2,8,1715,1542
558,2,9,1803,1636
558,2,10,1884,1722
559,1,8,5103,5607
559,1,9,5408,5969
559,1,10,5682,6296
559,2,8,4759,5234
559,2,9,5032,5569
559,2,10,5277,5873
560,1,8,4277,4534
560,1,9,4534,4773
560,1,10,4767,4995
560,2,8,3676,4091
560,2,9,3898,4345
560,2,10,4101,4582
561,1,8,5974,6616
561,1,9,6350,7107
561,1,10,6696,7547
561,2,8,5312,6126
561,2,9,5597,6570
561,2,10,5862,6970
562,1,8,2474,2333
562,1,9,2621,2451
562,1,10,2757,2560
562,2,8,2119,1953
562,2,9,2245,2058
562,2,10,2362,2156
563,1,8,5470,6225
563,1,9,5810,6655
563,1,10,6116,7044
563,2,8,5203,5992
563,2,9,5516,6386
563,2,10,5798,6743
564,1,8,2626,2751
564,1,9,2741,2922
564,1,10,2847,3085
564,2,8,2474,2335
564,2,9,2607,2456
564,2,10,2730,2571
565,1,8,4972,4855
565,1,9,5242,5074
565,1,10,5484,5274
565,2,8,4576,4578
565,2,9,4858,4805
565,2,10,5116,5013
566,1,8,1827,1961
566,1,9,1932,2081
566,1,10,2032,2192
566,2,8,1797,1890
566,2,9,1895,2007
566,2,10,1989,2116
567,1,8,6481,6023
567,1,9,6952,6366
567,1,10,7377,6675
567,2,8,6184,5771
567,2,9,6635,6103
567,2,10,7044,6403
568,1,8,3507,3356
568,1,9,3746,3557
568,1,10,3969,3740
568,2,8,3129,2925
568,2,9,3329,3097
568,2,10,3515,3253
569,1,8,4564,4525
569,1,9,4846,4778
569,1,10,5101,5015
569,2,8,4301,4501
569,2,9,4536,4733
569,2,10,4748,4951
570,1,8,2454,2630
570,1,9,2591,2790
570,1,10,2719,2937
570,2,8,2132,2141
570,2,9,2255,2268
570,2,10,2370,2385
571,1,8,5402,5405
571,1,9,5777,5777
571,1,10,6115,6122
571,2,8,4886,5039
571,2,9,5213,5371
571,2,10,5512,5676
572,1,8,3760,3957
572,1,9,3986,4156
572,1,10,4194,4335
572,2,8,3202,3325
572,2,9,3383,3519
572,2,10,3552,3696
573,1,8,4868,4855
573,1,9,5168,5127
573,1,10,5447,5379
573,2,8,4297,4039
573,2,9,4573,4236
573,2,10,4834,4419
574,1,8,2290,2720
574,1,9,2418,2901
574,1,10,2535,3069
574,2,8,2279,2561
574,2,9,2412,2730
574,2,10,2535,2889
575,1,8,5949,5924
575,1,9,6314,6272
575,1,10,6641,6583
575,2,8,5627,5495
575,2,9,5984,5822
575,2,10,6306,6113
576,1,8,3861,4340
576,1,9,4066,4619
576,1,10,4254,4875
576,2,8,3269,3598
576,2,9,3452,3834
576,2,10,3621,4051
577,1,8,4845,5256
577,1,9,5123,5607
577,1,10,5374,5932
577,2,8,4668,4933
577,2,9,4959,5236
577,2,10,5228,5517
578,1,8,2157,2206
578,1,9,2269,2344
578,1,10,2372,2472
578,2,8,1861,1828
578,2,9,1956,1934
578,2,10,2044,2033
579,1,8,4523,4701
579,1,9,4793,5005
579,1,10,5042,5285
579,2,8,4596,4689
579,2,9,4880,4997
579,2,10,5142,5283
580,1,8,2242,2124
580,1,9,2361,2215
580,1,10,2472,2297
580,2,8,2078,1874
580,2,9,2214,1957
580,2,10,2340,2033
581,1,8,4785,4772
581,1,9,5106,5053
581,1,10,5394,5309
581,2,8,4576,4968
581,2,9,4917,5331
581,2,10,5223,5663
582,1,8,1551,1589
582,1,9,1636,1679
582,1,10,1716,1762
582,2,8,1290,1347
582,2,9,1358,1433
582,2,10,1423,1512
583,1,8,5527,6029
583,1,9,5881,6390
583,1,10,6205,6714
583,2,8,5384,5715
583,2,9,5746,6051
583,2,10,6078,6353
584,1,8,3993,4089
584,1,9,4266,4301
584,1,10,4516,4498
584,2,8,3158,3242
584,2,9,3364,3409
584,2,10,3553,3563
585,1,8,4767,4718
585,1,9,5110,5014
585,1,10,5419,5281
585,2,8,4683,4772
585,2,9,5001,5073
585,2,10,5289,5345
586,1,8,3264,3078
586,1,9,3487,3225
586,1,10,3697,3364
586,2,8,2790,2637
586,2,9,2970,2756
586,2,10,3142,2868
587,1,8,4989,4906
587,1,9,5304,5188
587,1,10,5590,5442
587,2,8,4835,4644
587,2,9,5132,4919
587,2,10,5400,5169
588,1,8,3772,4004
588,1,9,4038,4248
588,1,10,4290,4478
588,2,8,3071,3170
588,2,9,3301,3363
588,2,10,3519,3545
589,1,8,3181,3524
589,1,9,3361,3721
589,1,10,3525,3899
589,2,8,3212,3424
589,2,9,3426,3636
589,2,10,3622,3828
590,1,8,1950,1871
590,1,9,2051,1978
590,1,10,2146,2079
590,2,8,1635,1555
590,2,9,1713,1641
590,2,10,1786,1723
591,1,8,5516,5679
591,1,9,5838,6034
591,1,10,6122,6360
591,2,8,5247,5267
591,2,9,5553,5570
591,2,10,5821,5847
592,1,8,4861,5256
592,1,9,5176,5512
592,1,10,5463,5744
592,2,8,4035,4358
592,2,9,4317,4597
592,2,10,4573,4816
593,1,8,4644,4886
593,1,9,4909,5186
593,1,10,5149,5459
593,2,8,4454,4692
593,2,9,4697,4982
593,2,10,4917,5249
594,1,8,2465,2363
594,1,9,2621,2498
594,1,10,2763,2624
594,2,8,2090,1924
594,2,9,2225,2030
594,2,10,2349,2129
595,1,8,4408,4797
595,1,9,4702,5175
595,1,10,4972,5520
595,2,8,4592,4816
595,2,9,4912,5200
595,2,10,5206,5551
596,1,8,3637,3503
596,1,9,3875,3702
596,1,10,4093,3886
596,2,8,3340,3371
596,2,9,3540,3543
596,2,10,3726,3701
597,1,8,4736,4811
597,1,9,5046,5091
597,1,10,5328,5349
597,2,8,4399,4217
597,2,9,4678,4456
597,2,10,4930,4679
598,1,8,2052,2373
598,1,9,2149,2501
598,1,10,2241,2618
598,2,8,1719,1977
598,2,9,1798,2089
598,2,10,1870,2194
599,1,8,5003,5505
599,1,9,5332,5857
599,1,10,5636,6170
599,2,8,5019,5489
599,2,9,5348,5843
599,2,10,5650,6157
600,1,8,4214,3782
600,1,9,4443,3963
600,1,10,4653,4129
600,2,8,3401,3121
600,2,9,3578,3279
600,2,10,3742,3426
601,1,8,3666,3922
601,1,9,3871,4168
601,1,10,4057,4389
601,2,8,3722,4155
601,2,9,3938,4436
601,2,10,4135,4690
602,1,8,2834,2890
602,1,9,3039,3033
602,1,10,3229,3165
602,2,8,2361,2426
602,2,9,2519,2543
602,2,10,2667,2651
603,1,8,4949,4858
603,1,9,5253,5135
603,1,10,5527,5382
603,2,8,4770,4596
603,2,9,5069,4850
603,2,10,5338,5077
604,1,8,3361,3980
604,1,9,3549,4268
604,1,10,3726,4530
604,2,8,2903,3424
604,2,9,3076,3683
604,2,10,3239,3918
605,1,8,4757,4868
605,1,9,5062,5184
605,1,10,5336,5479
605,2,8,4158,4382
605,2,9,4412,4668
605,2,10,4644,4934
606,1,8,1613,1763
606,1,9,1684,1862
606,1,10,1750,1956
606,2,8,1590,1683
606,2,9,1667,1777
606,2,10,1739,1864
607,1,8,5667,5542
607,1,9,6020,5897
607,1,10,6337,6220
607,2,8,5393,5208
607,2,9,5732,5535
607,2,10,6037,5833
608,1,8,2814,2585
608,1,9,2992,2738
608,1,10,3156,2880
608,2,8,2483,2207
608,2,9,2643,2324
608,2,10,2790,2431
609,1,8,5023,4750
609,1,9,5373,5049
609,1,10,5685,5324
609,2,8,4762,4734
609,2,9,5082,5042
609,2,10,5368,5324
610,1,8,3079,3097
610,1,9,3286,3243
610,1,10,3482,3377
610,2,8,2638,2665
610,2,9,2814,2805
610,2,10,2981,2938
611,1,8,4550,4848
611,1,9,4824,5145
611,1,10,5072,5418
611,2,8,4270,4631
611,2,9,4524,4907
611,2,10,4754,5156
612,1,8,2690,2614
612,1,9,2809,2773
612,1,10,2918,2922
612,2,8,2368,2380
612,2,9,2476,2535
612,2,10,2573,2677
613,1,8,3665,3931
613,1,9,3898,4151
613,1,10,4111,4352
613,2,8,3241,3534
613,2,9,3437,3732
613,2,10,3620,3912
614,1,8,2298,2618
614,1,9,2417,2736
614,1,10,2529,2847
614,2,8,2222,2493
614,2,9,2356,2611
614,2,10,2484,2723
615,1,8,4660,5149
615,1,9,4960,5490
615,1,10,5234,5798
615,2,8,4906,5197
615,2,9,5234,5533
615,2,10,5531,5837
616,1,8,3147,2999
616,1,9,3338,3178
616,1,10,3514,3341
616,2,8,2823,2647
616,2,9,2987,2805
616,2,10,3139,2949
617,1,8,4437,4377
617,1,9,4713,4636
617,1,10,4963,4874
617,2,8,4480,4403
617,2,9,4757,4657
617,2,10,5013,4888
618,1,8,2464,2622
618,1,9,2600,2775
618,1,10,2725,2916
618,2,8,2096,2154
618,2,9,2212,2269
618,2,10,2319,2375
619,1,8,5096,4818
619,1,9,5413,5125
619,1,10,5702,5410
619,2,8,4727,4598
619,2,9,5008,4876
619,2,10,5263,5129
620,1,8,2554,2583
620,1,9,2712,2744
620,1,10,2856,2893
620,2,8,2231,2218
620,2,9,2365,2358
620,2,10,2487,2487
621,1,8,4795,4506
621,1,9,5164,4830
621,1,10,5500,5126
621,2,8,4312,4096
621,2,9,4618,4367
621,2,10,4899,4618
622,1,8,1636,1657
622,1,9,1710,1739
622,1,10,1776,1815
622,2,8,1487,1420
622,2,9,1557,1496
622,2,10,1619,1566
623,1,8,5350,5102
623,1,9,5677,5369
623,1,10,5980,5613
623,2,8,5417,5230
623,2,9,5748,5506
623,2,10,6054,5757
624,1,8,3913,3878
624,1,9,4175,4116
624,1,10,4412,4338
624,2,8,3249,3257
624,2,9,3455,3447
624,2,10,3643,3621
625,1,8,3994,4217
625,1,9,4245,4473
625,1,10,4477,4704
625,2,8,3973,4109
625,2,9,4199,4334
625,2,10,4408,4538
626,1,8,3281,3480
626,1,9,3457,3692
626,1,10,3621,3891
626,2,8,3255,3523
626,2,9,3423,3741
626,2,10,3579,3946
627,1,8,5364,4670
627,1,9,5778,4929
627,1,10,6145,5166
627,2,8,5104,4317
627,2,9,5500,4545
627,2,10,5852,4754
628,1,8,2896,3169
628,1,9,3076,3354
