RunNumber,Turbine,m,YawBrMyp,YawBrMzp
1637,1,8,4549,4676
1637,1,9,4824,4909
1637,1,10,5075,5120
1637,2,8,4221,4365
1637,2,9,4481,4595
1637,2,10,4717,4805
1638,1,8,1597,1542
1638,1,9,1673,1643
1638,1,10,1744,1736
1638,2,8,1415,1372
1638,2,9,1481,1463
1638,2,10,1544,1548
1639,1,8,4982,5294
1639,1,9,5298,5651
1639,1,10,5589,5975
1639,2,8,4820,5108
1639,2,9,5119,5449
1639,2,10,5395,5756
1640,1,8,4111,4974
1640,1,9,4339,5314
1640,1,10,4554,5626
1640,2,8,3514,4270
1640,2,9,3695,4563
1640,2,10,3862,4831
1641,1,8,5596,5001
1641,1,9,5951,5304
1641,1,10,6268,5580
1641,2,8,5310,4514
1641,2,9,5657,4780
1641,2,10,5967,5022
1642,1,8,2981,3173
1642,1,9,3134,3331
1642,1,10,3273,3478
1642,2,8,2533,2725
1642,2,9,2658,2874
1642,2,10,2772,3014
1643,1,8,3765,3657
1643,1,9,3993,3880
1643,1,10,4201,4085
1643,2,8,3340,3214
1643,2,9,3547,3408
1643,2,10,3736,3584
1644,1,8,3241,3395
1644,1,9,3423,3574
1644,1,10,3589,3743
1644,2,8,2678,2857
1644,2,9,2819,3010
1644,2,10,2950,3154
1645,1,8,4594,4845
1645,1,9,4864,5107
1645,1,10,5113,5346
1645,2,8,3818,4021
1645,2,9,4031,4244
1645,2,10,4225,4449
1646,1,8,1962,1774
1646,1,9,2101,1859
1646,1,10,2232,1937
1646,2,8,1686,1514
1646,2,9,1799,1584
1646,2,10,1906,1648
1647,1,8,5360,5225
1647,1,9,5720,5540
1647,1,10,6047,5825
1647,2,8,5104,5017
1647,2,9,5440,5313
1647,2,10,5744,5578
1648,1,8,3667,3767
1648,1,9,3882,4030
1648,1,10,4079,4269
1648,2,8,3268,3336
1648,2,9,3484,3576
1648,2,10,3683,3795
1649,1,8,4384,4243
1649,1,9,4667,4474
1649,1,10,4924,4683
1649,2,8,4210,3942
1649,2,9,4490,4161
1649,2,10,4744,4360
1650,1,8,2172,2511
1650,1,9,2277,2666
1650,1,10,2377,2809
1650,2,8,1929,2102
1650,2,9,2030,2223
1650,2,10,2126,2335
1651,1,8,4753,4697
1651,1,9,5092,4991
1651,1,10,5400,5253
1651,2,8,4683,4653
1651,2,9,5008,4949
1651,2,10,5303,5212
1652,1,8,3280,3434
1652,1,9,3458,3628
1652,1,10,3621,3812
1652,2,8,2770,2881
1652,2,9,2920,3051
1652,2,10,3058,3212
1653,1,8,3878,3857
1653,1,9,4117,4107
1653,1,10,4335,4334
1653,2,8,4198,3937
1653,2,9,4490,4181
1653,2,10,4758,4405
1654,1,8,1963,2005
1654,1,9,2081,2106
1654,1,10,2190,2199
1654,2,8,1999,2021
1654,2,9,2122,2119
1654,2,10,2236,2210
1655,1,8,5380,6596
1655,1,9,5671,7024
1655,1,10,5933,7398
1655,2,8,5303,6365
1655,2,9,5600,6772
1655,2,10,5867,7129
1656,1,8,4042,3643
1656,1,9,4364,3873
1656,1,10,4659,4089
1656,2,8,3440,3139
1656,2,9,3707,3345
1656,2,10,3953,3540
1657,1,8,4444,4703
1657,1,9,4708,5010
1657,1,10,4950,5291
1657,2,8,4867,4639
1657,2,9,5243,4948
1657,2,10,5587,5232
1658,1,8,2827,2533
1658,1,9,3037,2672
1658,1,10,3231,2804
1658,2,8,2499,2117
1658,2,9,2696,2226
1658,2,10,2878,2329
1659,1,8,4332,4849
1659,1,9,4590,5150
1659,1,10,4821,5418
1659,2,8,4209,4711
1659,2,9,4457,4994
1659,2,10,4679,5246
1660,1,8,2707,2792
1660,1,9,2835,2925
1660,1,10,2953,3049
1660,2,8,2461,2427
1660,2,9,2589,2544
1660,2,10,2709,2652
1661,1,8,3907,3703
1661,1,9,4148,3907
1661,1,10,4370,4095
1661,2,8,3553,3523
1661,2,9,3777,3743
1661,2,10,3981,3944
1662,1,8,1890,2083
1662,1,9,1996,2201
1662,1,10,2094,2311
1662,2,8,1590,1680
1662,2,9,1672,1766
1662,2,10,1748,1845
1663,1,8,5512,5814
1663,1,9,5831,6219
1663,1,10,6120,6587
1663,2,8,5180,5461
1663,2,9,5479,5846
1663,2,10,5751,6194
1664,1,8,3455,3760
1664,1,9,3649,3986
1664,1,10,3824,4190
1664,2,8,3025,3513
1664,2,9,3192,3736
1664,2,10,3343,3938
1665,1,8,6582,5792
1665,1,9,7074,6201
1665,1,10,7517,6572
1665,2,8,6070,5266
1665,2,9,6510,5625
1665,2,10,6907,5954
1666,1,8,2603,3007
1666,1,9,2756,3203
1666,1,10,2897,3386
1666,2,8,2204,2566
1666,2,9,2328,2747
1666,2,10,2441,2916
1667,1,8,5108,4779
1667,1,9,5428,5060
1667,1,10,5720,5315
1667,2,8,4976,4534
1667,2,9,5307,4781
1667,2,10,5610,5006
1668,1,8,3188,3716
1668,1,9,3329,3923
1668,1,10,3459,4115
1668,2,8,2773,3048
1668,2,9,2911,3204
1668,2,10,3041,3350
1669,1,8,4621,4420
1669,1,9,4947,4671
1669,1,10,5242,4905
1669,2,8,4271,4008
1669,2,9,4543,4212
1669,2,10,4790,4400
1670,1,8,1661,1774
1670,1,9,1757,1868
1670,1,10,1845,1955
1670,2,8,1565,1646
1670,2,9,1653,1731
1670,2,10,1735,1810
1671,1,8,5023,6039
1671,1,9,5300,6515
1671,1,10,5550,6944
1671,2,8,4819,5902
1671,2,9,5075,6365
1671,2,10,5305,6784
1672,1,8,3040,2973
1672,1,9,3226,3170
1672,1,10,3393,3351
1672,2,8,2647,2668
1672,2,9,2800,2841
1672,2,10,2938,3001
1673,1,8,4820,5849
1673,1,9,5095,6247
1673,1,10,5345,6602
1673,2,8,4707,5645
1673,2,9,4971,6029
1673,2,10,5209,6372
1674,1,8,2664,2716
1674,1,9,2824,2861
1674,1,10,2973,2999
1674,2,8,2327,2334
1674,2,9,2460,2454
1674,2,10,2585,2568
1675,1,8,4891,5313
1675,1,9,5216,5615
1675,1,10,5512,5883
1675,2,8,5005,5184
1675,2,9,5383,5486
1675,2,10,5731,5756
1676,1,8,4384,4399
1676,1,9,4638,4645
1676,1,10,4872,4875
1676,2,8,4535,4372
1676,2,9,4811,4594
1676,2,10,5066,4798
1677,1,8,3880,3697
1677,1,9,4139,3901
1677,1,10,4378,4089
1677,2,8,3517,3454
1677,2,9,3753,3652
1677,2,10,3974,3837
1678,1,8,1469,1503
1678,1,9,1553,1571
1678,1,10,1632,1633
1678,2,8,1306,1311
1678,2,9,1377,1373
1678,2,10,1445,1429
1679,1,8,5656,5712
1679,1,9,6050,6069
1679,1,10,6413,6391
1679,2,8,5319,5335
1679,2,9,5688,5661
1679,2,10,6029,5957
1680,1,8,3772,4079
1680,1,9,3994,4345
1680,1,10,4202,4592
1680,2,8,3111,3619
1680,2,9,3278,3876
1680,2,10,3433,4113
1681,1,8,4963,5219
1681,1,9,5218,5545
1681,1,10,5453,5845
1681,2,8,5015,4785
1681,2,9,5273,5039
1681,2,10,5507,5272
1682,1,8,2472,2599
1682,1,9,2616,2709
1682,1,10,2750,2811
1682,2,8,2410,2509
1682,2,9,2556,2621
1682,2,10,2693,2725
1683,1,8,5231,4822
1683,1,9,5600,5110
1683,1,10,5932,5371
1683,2,8,4795,4565
1683,2,9,5125,4838
1683,2,10,5422,5087
1684,1,8,2525,2529
1684,1,9,2644,2647
1684,1,10,2753,2757
1684,2,8,2217,2271
1684,2,9,2321,2388
1684,2,10,2417,2497
1685,1,8,4000,4234
1685,1,9,4230,4478
1685,1,10,4441,4700
1685,2,8,3644,4008
1685,2,9,3845,4266
1685,2,10,4031,4505
1686,1,8,1346,1336
1686,1,9,1427,1417
1686,1,10,1504,1493
1686,2,8,1211,1181
1686,2,9,1280,1251
1686,2,10,1345,1317
1687,1,8,6076,7107
1687,1,9,6459,7625
1687,1,10,6804,8091
1687,2,8,6007,6931
1687,2,9,6387,7432
1687,2,10,6728,7881
1688,1,8,3628,4420
1688,1,9,3862,4756
1688,1,10,4080,5064
1688,2,8,3127,3723
1688,2,9,3306,3990
1688,2,10,3473,4237
1689,1,8,5359,5303
1689,1,9,5716,5652
1689,1,10,6043,5970
1689,2,8,4998,5024
1689,2,9,5292,5354
1689,2,10,5558,5655
1690,1,8,2164,2667
1690,1,9,2268,2849
1690,1,10,2367,3018
1690,2,8,1934,2313
1690,2,9,2025,2459
1690,2,10,2111,2594
1691,1,8,5293,5715
1691,1,9,5592,6104
1691,1,10,5856,6457
1691,2,8,4814,5185
1691,2,9,5097,5540
1691,2,10,5350,5862
1692,1,8,4445,3678
1692,1,9,4792,3871
1692,1,10,5111,4049
1692,2,8,3728,3081
1692,2,9,4024,3256
1692,2,10,4297,3419
1693,1,8,4662,4434
1693,1,9,4956,4691
1693,1,10,5228,4929
1693,2,8,4128,4138
1693,2,9,4391,4408
1693,2,10,4637,4658
1694,1,8,1793,1898
1694,1,9,1889,2020
1694,1,10,1979,2136
1694,2,8,1595,1624
1694,2,9,1680,1727
1694,2,10,1761,1825
1695,1,8,5718,5615
1695,1,9,6127,5977
1695,1,10,6494,6307
1695,2,8,5331,5247
1695,2,9,5716,5582
1695,2,10,6061,5886
1696,1,8,4264,4697
1696,1,9,4484,4941
1696,1,10,4692,5165
1696,2,8,3856,4030
1696,2,9,4050,4230
1696,2,10,4229,4414
1697,1,8,4889,5232
1697,1,9,5167,5557
1697,1,10,5422,5858
1697,2,8,4535,4955
1697,2,9,4798,5259
1697,2,10,5043,5539
1698,1,8,2567,2597
1698,1,9,2737,2734
1698,1,10,2896,2860
1698,2,8,2265,2250
1698,2,9,2417,2376
1698,2,10,2557,2491
1699,1,8,5248,5520
1699,1,9,5547,5854
1699,1,10,5824,6154
1699,2,8,4988,5143
1699,2,9,5279,5465
1699,2,10,5546,5757
1700,1,8,2530,3137
1700,1,9,2670,3378
1700,1,10,2800,3598
1700,2,8,2242,2870
1700,2,9,2355,3094
1700,2,10,2460,3297
1701,1,8,5084,5245
1701,1,9,5346,5528
1701,1,10,5583,5787
1701,2,8,4543,5012
1701,2,9,4774,5316
1701,2,10,4986,5598
1702,1,8,1773,2041
1702,1,9,1874,2158
1702,1,10,1970,2267
1702,2,8,1702,1974
1702,2,9,1801,2096
1702,2,10,1896,2209
1703,1,8,5440,6226
1703,1,9,5735,6641
1703,1,10,5999,7015
1703,2,8,5222,5865
1703,2,9,5509,6257
1703,2,10,5765,6610
1704,1,8,3106,2902
1704,1,9,3324,3045
1704,1,10,3519,3177
1704,2,8,2846,2532
1704,2,9,3048,2666
1704,2,10,3230,2789
1705,1,8,4991,4337
1705,1,9,5374,4578
1705,1,10,5731,4799
1705,2,8,4522,4381
1705,2,9,4789,4647
1705,2,10,5034,4893
1706,1,8,2716,2638
1706,1,9,2890,2794
1706,1,10,3050,2937
1706,2,8,2259,2171
1706,2,9,2404,2304
1706,2,10,2539,2425
1707,1,8,5124,5214
1707,1,9,5428,5530
1707,1,10,5709,5820
1707,2,8,4916,4936
1707,2,9,5214,5241
1707,2,10,5487,5521
1708,1,8,3666,3407
1708,1,9,3961,3600
1708,1,10,4229,3786
1708,2,8,3161,2876
1708,2,9,3410,3015
1708,2,10,3638,3146
1709,1,8,4055,4137
1709,1,9,4324,4419
1709,1,10,4567,4675
1709,2,8,3380,3503
1709,2,9,3593,3731
1709,2,10,3786,3939
1710,1,8,2708,2648
1710,1,9,2875,2789
1710,1,10,3028,2920
1710,2,8,2685,2550
1710,2,9,2860,2682
1710,2,10,3019,2805
1711,1,8,5687,6384
1711,1,9,6005,6884
1711,1,10,6288,7340
1711,2,8,5280,5876
1711,2,9,5578,6348
1711,2,10,5845,6777
1712,1,8,4137,4522
1712,1,9,4354,4760
1712,1,10,4557,4979
1712,2,8,3599,3887
1712,2,9,3780,4094
1712,2,10,3951,4286
1713,1,8,4727,5401
1713,1,9,5001,5774
1713,1,10,5249,6123
1713,2,8,4484,5167
1713,2,9,4709,5528
1713,2,10,4913,5863
1714,1,8,2234,2151
1714,1,9,2365,2271
1714,1,10,2488,2385
1714,2,8,1910,1855
1714,2,9,2023,1967
1714,2,10,2130,2072
1715,1,8,4626,4826
1715,1,9,4933,5144
1715,1,10,5219,5432
1715,2,8,4606,4765
1715,2,9,4901,5080
1715,2,10,5174,5371
1716,1,8,2190,2302
1716,1,9,2329,2455
1716,1,10,2458,2595
1716,2,8,1975,2159
1716,2,9,2089,2318
1716,2,10,2196,2463
1717,1,8,4449,4441
1717,1,9,4743,4707
1717,1,10,5007,4953
1717,2,8,4161,4073
1717,2,9,4425,4311
1717,2,10,4662,4534
1718,1,8,1421,1422
1718,1,9,1490,1489
1718,1,10,1554,1549
1718,2,8,1250,1213
1718,2,9,1308,1267
1718,2,10,1363,1317
1719,1,8,6398,6267
1719,1,9,6834,6672
1719,1,10,7221,7030
1719,2,8,6200,6105
1719,2,9,6634,6511
1719,2,10,7021,6873
1720,1,8,3287,3714
1720,1,9,3495,3995
1720,1,10,3685,4249
1720,2,8,2753,3075
1720,2,9,2922,3303
1720,2,10,3076,3508
1721,1,8,4682,4161
1721,1,9,5020,4428
1721,1,10,5328,4671
1721,2,8,4670,4249
1721,2,9,4980,4519
1721,2,10,5262,4765
1722,1,8,2594,2811
1722,1,9,2735,2952
1722,1,10,2868,3086
1722,2,8,2205,2376
1722,2,9,2322,2491
1722,2,10,2431,2597
1723,1,8,5294,4770
1723,1,9,5667,5069
1723,1,10,6004,5342
1723,2,8,5097,4680
1723,2,9,5462,4979
1723,2,10,5793,5251
1724,1,8,4468,3955
1724,1,9,4771,4171
1724,1,10,5049,4372
1724,2,8,3636,3434
1724,2,9,3880,3631
1724,2,10,4103,3813
1725,1,8,3626,3858
1725,1,9,3822,4076
1725,1,10,4006,4274
1725,2,8,3418,3649
1725,2,9,3597,3849
1725,2,10,3761,4031
1726,1,8,1711,1645
1726,1,9,1826,1750
1726,1,10,1935,1849
1726,2,8,1391,1358
1726,2,9,1476,1449
1726,2,10,1557,1534
1727,1,8,5612,5868
1727,1,9,5969,6204
1727,1,10,6294,6510
1727,2,8,5320,5473
1727,2,9,5670,5791
1727,2,10,5988,6082
1728,1,8,3830,4100
1728,1,9,4066,4375
1728,1,10,4285,4627
1728,2,8,3396,3391
1728,2,9,3592,3593
1728,2,10,3771,3778
1729,1,8,4295,5127
1729,1,9,4570,5439
1729,1,10,4823,5716
1729,2,8,4164,4821
1729,2,9,4412,5104
1729,2,10,4639,5362
1730,1,8,2714,2917
1730,1,9,2869,3074
1730,1,10,3014,3221
1730,2,8,2390,2537
1730,2,9,2534,2675
1730,2,10,2668,2804
1731,1,8,4280,4810
1731,1,9,4561,5142
1731,1,10,4820,5441
1731,2,8,4444,4654
1731,2,9,4737,4974
1731,2,10,5003,5262
1732,1,8,3958,4311
1732,1,9,4211,4623
1732,1,10,4439,4909
1732,2,8,3849,4187
1732,2,9,4082,4484
1732,2,10,4291,4756
1733,1,8,4348,4128
1733,1,9,4607,4360
1733,1,10,4841,4571
1733,2,8,3955,3740
1733,2,9,4187,3949
1733,2,10,4400,4137
1734,1,8,2085,2579
1734,1,9,2195,2741
1734,1,10,2298,2893
1734,2,8,1928,2345
1734,2,9,2027,2497
1734,2,10,2119,2641
1735,1,8,5223,5504
1735,1,9,5563,5891
1735,1,10,5871,6242
1735,2,8,5248,5479
1735,2,9,5582,5865
1735,2,10,5885,6216
1736,1,8,3613,3980
1736,1,9,3823,4249
1736,1,10,4019,4502
1736,2,8,3036,3403
1736,2,9,3205,3633
1736,2,10,3363,3849
1737,1,8,4829,4642
1737,1,9,5183,4903
1737,1,10,5506,5138
1737,2,8,5079,4743
1737,2,9,5466,5018
1737,2,10,5816,5270
1738,1,8,2048,2216
1738,1,9,2145,2349
1738,1,10,2236,2472
1738,2,8,1764,1956
1738,2,9,1845,2074
1738,2,10,1921,2183
1739,1,8,5771,5689
1739,1,9,6144,6033
1739,1,10,6489,6347
1739,2,8,5220,5236
1739,2,9,5559,5553
1739,2,10,5872,5843
1740,1,8,3821,3771
1740,1,9,4041,4026
1740,1,10,4245,4267
1740,2,8,3425,3425
1740,2,9,3640,3664
1740,2,10,3840,3885
1741,1,8,4375,4001
1741,1,9,4673,4195
1741,1,10,4946,4369
1741,2,8,3839,3554
1741,2,9,4091,3730
1741,2,10,4322,3889
1742,1,8,2140,2330
1742,1,9,2258,2507
1742,1,10,2366,2672
1742,2,8,1788,1876
1742,2,9,1885,2002
1742,2,10,1976,2123
1743,1,8,5382,4999
1743,1,9,5722,5234
1743,1,10,6032,5446
1743,2,8,5415,5133
1743,2,9,5759,5374
1743,2,10,6075,5592
1744,1,8,4381,4595
1744,1,9,4625,4837
1744,1,10,4857,5060
1744,2,8,3986,3946
1744,2,9,4214,4131
1744,2,10,4427,4300
1745,1,8,4866,4995
1745,1,9,5222,5340
1745,1,10,5546,5651
1745,2,8,4372,4401
1745,2,9,4659,4693
1745,2,10,4918,4959
1746,1,8,2856,3093
1746,1,9,3021,3262
1746,1,10,3176,3419
1746,2,8,2729,3032
1746,2,9,2884,3207
1746,2,10,3031,3368
1747,1,8,5362,5467
1747,1,9,5715,5786
1747,1,10,6036,6076
1747,2,8,5086,5240
1747,2,9,5396,5558
1747,2,10,5675,5848
1748,1,8,3921,4324
1748,1,9,4163,4633
1748,1,10,4386,4915
1748,2,8,3841,4111
1748,2,9,4086,4398
1748,2,10,4311,4661
1749,1,8,4005,4636
1749,1,9,4202,4899
1749,1,10,4385,5140
1749,2,8,3915,4377
1749,2,9,4124,4608
1749,2,10,4320,4820
1750,1,8,1504,1471
1750,1,9,1610,1566
1750,1,10,1707,1657
1750,2,8,1314,1296
1750,2,9,1405,1390
1750,2,10,1489,1479
1751,1,8,6068,5718
1751,1,9,6474,6057
1751,1,10,6842,6365
1751,2,8,5982,5719
1751,2,9,6388,6073
1751,2,10,6756,6395
1752,1,8,3920,3237
1752,1,9,4198,3405
1752,1,10,4453,3564
1752,2,8,3299,2824
1752,2,9,3531,2989
1752,2,10,3744,3145
1753,1,8,4332,4756
1753,1,9,4611,5081
1753,1,10,4863,5381
1753,2,8,4283,4681
1753,2,9,4559,5007
1753,2,10,4809,5309
1754,1,8,3025,2737
1754,1,9,3249,2905
1754,1,10,3450,3062
1754,2,8,2611,2349
1754,2,9,2802,2495
1754,2,10,2974,2631
1755,1,8,5243,5160
1755,1,9,5619,5493
1755,1,10,5957,5794
1755,2,8,4984,4814
1755,2,9,5349,5126
1755,2,10,5678,5411
1756,1,8,3172,3687
1756,1,9,3319,3932
1756,1,10,3452,4159
1756,2,8,2655,3056
1756,2,9,2788,3257
1756,2,10,2911,3444
1757,1,8,4112,4083
1757,1,9,4354,4290
1757,1,10,4573,4479
1757,2,8,3673,3867
1757,2,9,3884,4092
1757,2,10,4076,4300
1758,1,8,1682,1604
1758,1,9,1781,1673
1758,1,10,1875,1736
1758,2,8,1486,1409
1758,2,9,1572,1472
1758,2,10,1653,1530
1759,1,8,4674,5744
1759,1,9,4931,6122
1759,1,10,5167,6461
1759,2,8,4658,5735
1759,2,9,4917,6120
1759,2,10,5153,6464
1760,1,8,3656,3712
1760,1,9,3840,3939
1760,1,10,4011,4151
1760,2,8,3263,3245
1760,2,9,3424,3447
1760,2,10,3572,3635
1761,1,8,6520,5871
1761,1,9,7031,6191
1761,1,10,7494,6490
1761,2,8,6021,5480
1761,2,9,6496,5800
1761,2,10,6931,6100
1762,1,8,1638,1508
1762,1,9,1736,1591
1762,1,10,1826,1667
1762,2,8,1492,1380
1762,2,9,1578,1462
1762,2,10,1658,1537
1763,1,8,5842,6090
1763,1,9,6275,6496
1763,1,10,6668,6864
1763,2,8,5338,5584
1763,2,9,5716,5939
1763,2,10,6057,6256
1764,1,8,3288,3345
1764,1,9,3488,3528
1764,1,10,3674,3699
1764,2,8,2812,2984
1764,2,9,2965,3155
1764,2,10,3108,3315
1765,1,8,4170,4550
1765,1,9,4408,4814
1765,1,10,4624,5054
1765,2,8,3960,4181
1765,2,9,4178,4426
1765,2,10,4376,4649
1766,1,8,1444,1325
1766,1,9,1523,1389
1766,1,10,1596,1447
1766,2,8,1278,1155
1766,2,9,1347,1213
1766,2,10,1411,1268
1767,1,8,4523,4916
1767,1,9,4780,5215
1767,1,10,5015,5487
1767,2,8,4453,4871
1767,2,9,4703,5174
1767,2,10,4931,5448
1768,1,8,3576,3227
1768,1,9,3809,3410
1768,1,10,4024,3582
1768,2,8,3116,2991
1768,2,9,3311,3166
1768,2,10,3492,3329
1769,1,8,4785,5379
1769,1,9,5117,5764
1769,1,10,5422,6115
1769,2,8,4548,5127
1769,2,9,4843,5461
1769,2,10,5115,5769
1770,1,8,2524,2388
1770,1,9,2717,2533
1770,1,10,2894,2668
1770,2,8,2291,2164
1770,2,9,2468,2297
1770,2,10,2631,2419
1771,1,8,4906,5648
1771,1,9,5187,6040
1771,1,10,5442,6395
1771,2,8,4647,5296
1771,2,9,4921,5667
1771,2,10,5170,6004
1772,1,8,3718,3875
1772,1,9,3950,4099
1772,1,10,4164,4307
1772,2,8,3173,3329
1772,2,9,3376,3522
1772,2,10,3565,3702
1773,1,8,4237,4470
1773,1,9,4486,4737
1773,1,10,4713,4982
1773,2,8,3897,3741
1773,2,9,4160,3944
1773,2,10,4398,4130
1774,1,8,2276,2259
1774,1,9,2407,2372
1774,1,10,2528,2477
1774,2,8,1946,1922
1774,2,9,2060,2024
1774,2,10,2165,2122
1775,1,8,4957,5226
1775,1,9,5329,5561
1775,1,10,5674,5861
1775,2,8,5059,5240
1775,2,9,5459,5577
1775,2,10,5829,5875
1776,1,8,3662,3658
1776,1,9,3857,3867
1776,1,10,4034,4065
1776,2,8,3316,3325
1776,2,9,3496,3501
1776,2,10,3663,3664
1777,1,8,5498,5611
1777,1,9,5923,6009
1777,1,10,6308,6375
1777,2,8,5113,5505
1777,2,9,5506,5929
1777,2,10,5863,6316
1778,1,8,2139,2156
1778,1,9,2272,2261
1778,1,10,2398,2360
1778,2,8,1904,1918
1778,2,9,2031,2010
1778,2,10,2152,2095
1779,1,8,4668,4704
1779,1,9,4998,4995
1779,1,10,5295,5263
1779,2,8,4589,4762
1779,2,9,4905,5058
1779,2,10,5190,5330
1780,1,8,3168,3331
1780,1,9,3357,3536
1780,1,10,3534,3727
1780,2,8,2614,2900
1780,2,9,2757,3079
1780,2,10,2892,3243
1781,1,8,5722,5413
1781,1,9,6107,5754
1781,1,10,6455,6062
1781,2,8,5249,5026
1781,2,9,5595,5352
1781,2,10,5907,5647
1782,1,8,1444,1417
1782,1,9,1522,1490
1782,1,10,1596,1557
1782,2,8,1251,1238
1782,2,9,1317,1301
1782,2,10,1380,1359
1783,1,8,5982,5819
1783,1,9,6360,6133
1783,1,10,6702,6415
1783,2,8,5717,5565
1783,2,9,6077,5873
1783,2,10,6402,6150
1784,1,8,2912,3111
1784,1,9,3072,3301
1784,1,10,3221,3477
1784,2,8,2544,2696
1784,2,9,2684,2860
1784,2,10,2810,3012
1785,1,8,4801,4682
1785,1,9,5149,4969
1785,1,10,5470,5230
1785,2,8,4404,4720
1785,2,9,4664,5013
1785,2,10,4903,5280
1786,1,8,2893,3483
1786,1,9,3044,3673
1786,1,10,3184,3843
1786,2,8,2894,3527
1786,2,9,3036,3717
1786,2,10,3169,3886
1787,1,8,5234,5748
1787,1,9,5543,6088
1787,1,10,5822,6399
1787,2,8,4844,5285
1787,2,9,5122,5595
1787,2,10,5373,5879
1788,1,8,2939,3221
1788,1,9,3128,3448
1788,1,10,3300,3654
1788,2,8,2505,2720
1788,2,9,2658,2904
1788,2,10,2798,3074
1789,1,8,3993,4197
1789,1,9,4204,4453
1789,1,10,4400,4687
1789,2,8,3572,3698
1789,2,9,3779,3922
1789,2,10,3976,4129
1790,1,8,1950,2064
1790,1,9,2062,2176
1790,1,10,2170,2278
1790,2,8,1734,1719
1790,2,9,1836,1807
1790,2,10,1935,1888
1791,1,8,4528,4761
1791,1,9,4800,5065
1791,1,10,5046,5344
1791,2,8,4604,4797
1791,2,9,4885,5102
1791,2,10,5140,5382
1792,1,8,4322,4601
1792,1,9,4574,4890
1792,1,10,4800,5158
1792,2,8,3827,4036
1792,2,9,4063,4288
1792,2,10,4276,4522
1793,1,8,4458,4101
1793,1,9,4756,4357
1793,1,10,5029,4592
1793,2,8,4344,4055
1793,2,9,4631,4287
1793,2,10,4895,4499
1794,1,8,2431,2500
1794,1,9,2573,2612
1794,1,10,2707,2716
1794,2,8,2091,2110
1794,2,9,2211,2205
1794,2,10,2325,2293
1795,1,8,4854,4332
1795,1,9,5162,4583
1795,1,10,5438,4810
1795,2,8,4654,4212
1795,2,9,4945,4460
1795,2,10,5207,4685
1796,1,8,2557,2723
1796,1,9,2681,2882
1796,1,10,2796,3028
1796,2,8,2316,2366
1796,2,9,2446,2515
1796,2,10,2567,2653
1797,1,8,4459,4474
1797,1,9,4763,4775
1797,1,10,5036,5048
1797,2,8,3797,3858
1797,2,9,4047,4119
1797,2,10,4274,4356
1798,1,8,1640,1630
1798,1,9,1744,1723
1798,1,10,1844,1813
1798,2,8,1647,1678
1798,2,9,1750,1775
1798,2,10,1849,1867
1799,1,8,5593,5520
1799,1,9,5967,5857
1799,1,10,6304,6160
1799,2,8,5544,5477
1799,2,9,5918,5824
1799,2,10,6255,6138
1800,1,8,4202,4323
1800,1,9,4480,4583
1800,1,10,4737,4823
1800,2,8,3631,3544
1800,2,9,3867,3747
1800,2,10,4084,3935
1801,1,8,4148,4202
1801,1,9,4435,4443
1801,1,10,4698,4658
1801,2,8,4301,4306
1801,2,9,4571,4535
1801,2,10,4819,4740
1802,1,8,3264,2983
1802,1,9,3496,3156
1802,1,10,3712,3315
1802,2,8,2787,2569
1802,2,9,2977,2722
1802,2,10,3154,2864
1803,1,8,5331,5571
1803,1,9,5698,5938
1803,1,10,6031,6264
1803,2,8,5070,5261
1803,2,9,5418,5608
1803,2,10,5735,5918
1804,1,8,3134,3211
1804,1,9,3302,3378
1804,1,10,3464,3533
1804,2,8,2848,3071
1804,2,9,2998,3260
1804,2,10,3139,3434
1805,1,8,4537,4958
1805,1,9,4789,5212
1805,1,10,5022,5445
1805,2,8,4038,4269
1805,2,9,4259,4480
1805,2,10,4464,4671
1806,1,8,1562,1388
1806,1,9,1648,1467
1806,1,10,1728,1541
1806,2,8,1392,1251
1806,2,9,1469,1321
1806,2,10,1540,1386
1807,1,8,5343,6013
1807,1,9,5609,6370
1807,1,10,5853,6697
1807,2,8,5253,5649
1807,2,9,5528,5968
1807,2,10,5778,6260
1808,1,8,4113,3847
1808,1,9,4383,4068
1808,1,10,4628,4277
1808,2,8,3607,3369
1808,2,9,3825,3557
1808,2,10,4023,3730
1809,1,8,4487,4622
1809,1,9,4772,4963
1809,1,10,5035,5273
1809,2,8,4571,4543
1809,2,9,4862,4866
1809,2,10,5127,5161
1810,1,8,1657,1615
1810,1,9,1782,1715
1810,1,10,1897,1810
1810,2,8,1652,1457
1810,2,9,1781,1547
1810,2,10,1897,1631
1811,1,8,5141,4778
1811,1,9,5505,5036
1811,1,10,5839,5270
1811,2,8,4714,4343
1811,2,9,5046,4565
1811,2,10,5351,4765
1812,1,8,1978,1872
1812,1,9,2094,1987
1812,1,10,2202,2095
1812,2,8,1832,1712
1812,2,9,1951,1814
1812,2,10,2061,1910
1813,1,8,4415,3974
1813,1,9,4731,4204
1813,1,10,5022,4414
1813,2,8,4005,3791
1813,2,9,4284,4032
1813,2,10,4541,4254
1814,1,8,1413,1475
1814,1,9,1488,1565
1814,1,10,1559,1651
1814,2,8,1191,1218
1814,2,9,1253,1291
1814,2,10,1312,1361
1815,1,8,6219,5993
1815,1,9,6641,6344
1815,1,10,7030,6663
1815,2,8,5869,5573
1815,2,9,6275,5893
1815,2,10,6651,6186
