RunNumber,Turbine,m,TwrBsMxt,TwrBsMyt,TwHt1MLxt,TwHt1MLyt,TwHt2MLxt,TwHt2MLyt,TwHt3MLxt,TwHt3MLyt,TwHt4MLxt,TwHt4MLyt,TwHt5MLxt,TwHt5MLyt,TwHt6MLxt,TwHt6MLyt
70,2,4,1723,8410,1587,7721,1316,6349,964.5,4651,626.6,3052,306,1577,110.8,783.6
71,1,3,9299,17020,8412,15350,6649,12080,4846,8763,3453,6261,1929,4180,957.2,3770
71,1,4,10980,21020,9955,19060,7921,15180,5780,11110,4073,7819,2233,4959,1074,4351
71,2,3,8112,16560,7323,14930,5788,11800,4235,8501,3020,6047,1688,3947,846.6,3474
71,2,4,9582,20740,8678,18780,6893,14980,5057,10880,3570,7636,1955,4718,953.2,4002
72,1,3,3330,10730,3024,9659,2423,7691,1776,5542,1250,3957,756.3,2669,524.6,2472
72,1,4,3856,14640,3510,13320,2826,10860,2080,7884,1476,5519,962.1,3342,773.5,2765
72,2,3,2747,13450,2514,12350,2057,10230,1515,7563,1035,5075,591.4,2827,360.9,1986
72,2,4,3223,16420,2957,15120,2435,12630,1813,9380,1266,6263,782.4,3394,545.5,2251
73,1,3,3576,14100,3203,12740,2491,10150,1803,7352,1340,5227,816,3356,506.9,2749
73,1,4,4108,18330,3696,16670,2898,13470,2106,9816,1549,6906,937.1,4187,599.7,3125
73,2,3,3909,12880,3521,11600,2786,9129,2050,6647,1503,4868,942.8,3360,642.9,3034
73,2,4,4531,16230,4103,14770,3287,11880,2442,8775,1782,6279,1135,4006,815.5,3379
74,1,3,2978,12790,2716,11580,2197,9356,1609,6785,1114,4595,662,2805,465.3,2368
74,1,4,3473,16050,3180,14600,2591,11960,1914,8692,1338,5787,857.1,3344,705,2635
74,2,3,3324,16670,3050,15290,2502,12540,1832,9186,1218,6123,642.5,3312,341.1,2136
74,2,4,3832,20030,3520,18400,2897,15170,2127,11150,1420,7399,780.3,3915,496.8,2402
75,1,3,5061,12600,4586,11400,3666,9064,2666,6668,1864,4830,1026,3298,502.8,2917
75,1,4,5772,16260,5243,14790,4204,11870,3063,8786,2134,6282,1170,4024,571.3,3303
75,2,3,6384,13720,5822,12370,4708,9821,3453,7206,2365,5206,1264,3412,565.2,2827
75,2,4,7254,17420,6619,15780,5364,12680,3940,9363,2696,6693,1447,4197,672.9,3207
76,1,3,2325,10900,2111,9912,1703,8007,1245,5744,875,3924,530.1,2415,371.1,2112
76,1,4,2713,13650,2473,12510,2010,10260,1480,7420,1049,5024,673.3,2939,524.4,2376
76,2,3,2755,13760,2529,12590,2073,10310,1515,7485,1008,4979,526.2,2653,267.9,1682
76,2,4,3259,16260,2996,14900,2462,12240,1802,8916,1198,5930,638.8,3121,379,1893
77,1,3,2733,9280,2469,8281,1966,6421,1446,4652,1040,3403,649.6,2435,454.7,2207
77,1,4,3219,11700,2923,10590,2356,8413,1746,6186,1246,4373,797.3,2903,600.7,2469
77,2,3,2725,9373,2497,8469,2038,6795,1495,4916,1006,3380,548.8,2113,307.7,1841
77,2,4,3238,11440,2971,10390,2435,8441,1792,6185,1204,4213,671.2,2534,427,2075
78,1,3,2472,9719,2273,8882,1875,7217,1374,5250,898,3444,447.8,1858,195.7,1270
78,1,4,2973,11320,2738,10360,2262,8461,1660,6175,1084,4062,545.2,2180,281.7,1426
78,2,3,2417,12960,2222,11870,1836,9750,1347,7102,882.3,4632,437.2,2346,161.5,1194
78,2,4,2799,15180,2574,13910,2129,11450,1564,8349,1025,5439,512.2,2730,211.9,1345
79,1,3,6625,16110,5939,14540,4659,11590,3382,8398,2448,5924,1428,3942,773.4,3345
79,1,4,7677,20810,6912,18830,5466,15170,3979,11040,2837,7663,1627,4837,860.2,3814
79,2,3,5512,17010,4960,15380,3889,12350,2816,8951,2046,6264,1188,4007,654.6,3159
79,2,4,6361,22600,5744,20490,4549,16530,3299,11980,2362,8284,1352,5081,741.6,3675
80,1,3,3093,11010,2784,9781,2179,7510,1591,5333,1176,3958,777.5,2926,581.9,2822
80,1,4,3581,13770,3234,12440,2555,9892,1881,7143,1393,5083,982.7,3425,801.3,3137
80,2,3,3415,15430,3130,14090,2550,11500,1863,8381,1248,5642,672,3147,373.2,2230
80,2,4,4031,18370,3700,16820,3023,13850,2212,10140,1482,6780,815.6,3697,517.3,2514
81,1,3,6334,15060,5744,13500,4595,10510,3358,7539,2346,5581,1334,4097,765,3730
81,1,4,7425,18750,6747,17070,5437,13670,3984,9949,2759,7156,1555,4914,908.5,4197
81,2,3,3937,14600,3587,13210,2882,10420,2106,7439,1480,5219,885.9,3432,590.9,3084
81,2,4,4574,18160,4176,16550,3378,13260,2480,9591,1758,6668,1127,4147,833,3461
82,1,3,3180,10640,2917,9737,2420,7982,1765,5778,1162,3845,596.8,2089,281,1474
82,1,4,3690,12660,3388,11620,2815,9594,2058,6979,1358,4656,718.6,2496,414.4,1664
82,2,3,2375,13380,2183,12300,1805,10090,1324,7373,867.9,4830,429,2464,169.1,1216
82,2,4,2789,15780,2564,14520,2123,11930,1558,8714,1022,5689,509.8,2877,230.7,1382
83,1,3,4222,13850,3803,12480,2979,9850,2171,7156,1582,5108,935.6,3350,561.5,2691
83,1,4,4894,17960,4427,16280,3497,12950,2555,9507,1840,6719,1075,4258,669.9,3109
83,2,3,3831,13610,3439,12250,2714,9614,1972,6993,1434,5054,902.6,3412,631.4,2909
83,2,4,4451,17240,4013,15650,3191,12490,2334,9167,1680,6510,1059,4161,770.7,3322
84,1,3,2691,9709,2462,8817,2018,7092,1470,5119,986.1,3452,525,2030,278.3,1622
84,1,4,3110,11540,2847,10510,2338,8537,1706,6176,1146,4162,628.8,2390,386.5,1811
84,2,3,2580,11520,2366,10570,1950,8647,1428,6294,937.3,4155,473.7,2198,200.5,1281
84,2,4,3042,13450,2794,12370,2307,10140,1689,7401,1107,4877,562.2,2560,273.2,1419
85,1,3,4405,11690,4012,10600,3226,8422,2371,6107,1636,4374,924.7,2890,540.8,2390
85,1,4,5355,14890,4887,13580,3953,10960,2910,7984,1991,5603,1128,3507,690,2722
85,2,3,3598,11830,3280,10750,2665,8586,1953,6215,1368,4315,820,2735,564.7,2191
85,2,4,4163,15890,3799,14520,3099,11760,2283,8521,1625,5829,1059,3521,834,2512
86,1,3,1611,11100,1476,10190,1207,8388,882.1,6134,585.7,4029,299.5,2097,134.6,1115
86,1,4,1889,12970,1734,11930,1422,9842,1040,7213,690.2,4733,355.8,2445,176,1228
86,2,3,2378,12440,2189,11460,1812,9474,1328,6944,862.6,4540,417.5,2295,124.4,988.9
86,2,4,2721,14630,2506,13490,2076,11170,1522,8196,987.8,5355,478.4,2695,146,1109
87,1,3,12430,17280,11290,15610,8998,12350,6590,8943,4613,6458,2493,4454,1076,3836
87,1,4,14340,20570,13050,18660,10450,14890,7664,10830,5338,7769,2850,5264,1188,4403
87,2,3,10650,16680,9641,15010,7721,11900,5641,8595,3943,6247,2153,4302,993.9,3697
87,2,4,12400,20050,11250,18120,9063,14500,6638,10510,4595,7560,2473,5137,1100,4274
88,1,3,1987,8193,1791,7368,1422,5831,1046,4193,767,2994,509.4,2113,399.2,2054
88,1,4,2329,10720,2113,9771,1705,7957,1272,5808,941.3,4074,655.4,2606,547.6,2279
88,2,3,2107,10170,1923,9266,1572,7464,1149,5406,774.3,3642,430,2146,267.2,1712
88,2,4,2472,12030,2261,10990,1854,8907,1361,6476,920.8,4363,533.9,2533,373.5,1893
89,1,3,5027,12480,4577,11260,3711,8958,2705,6530,1864,4622,1021,3029,537.9,2526
89,1,4,6082,16300,5551,14810,4530,11950,3308,8770,2257,6109,1228,3824,665.7,2934
89,2,3,2686,11200,2402,10090,1874,8015,1376,5882,1070,4292,752.3,3007,594.5,2690
89,2,4,3135,14570,2822,13310,2240,10840,1672,8062,1319,5750,983.6,3743,828.6,3062
90,1,3,2453,12110,2241,11070,1815,8943,1322,6464,897.3,4333,505.4,2532,338.9,2049
90,1,4,2882,14650,2639,13430,2147,10940,1571,7950,1067,5311,633,2998,491.7,2310
90,2,3,3315,18090,3042,16620,2506,13690,1830,10010,1208,6597,620.6,3450,306.1,1944
90,2,4,3847,21470,3530,19760,2916,16330,2130,11960,1409,7848,740.2,4047,435.7,2199
91,1,3,7219,14200,6532,12730,5232,10010,3844,7225,2682,5207,1447,3571,650,3093
91,1,4,8344,18020,7561,16220,6081,12910,4476,9376,3105,6696,1658,4408,735.6,3563
91,2,3,4065,14730,3651,13340,2840,10620,2074,7699,1542,5492,937.8,3645,575.2,3062
91,2,4,4760,19110,4298,17370,3379,13950,2479,10160,1816,7186,1093,4572,685.8,3536
92,1,3,2169,8641,1972,7799,1579,6160,1152,4489,818.8,3221,514,2291,383.6,2144
92,1,4,2564,11250,2340,10250,1896,8287,1400,6123,1008,4282,680.5,2832,557.3,2431
92,2,3,3126,12030,2875,11030,2364,9047,1734,6622,1154,4466,599.7,2537,288.9,1771
92,2,4,3628,14360,3341,13190,2753,10910,2022,8017,1347,5393,715.4,3021,409.9,2024
93,1,3,2368,8887,2106,7923,1618,6119,1190,4414,934,3378,638.2,2489,471,2208
93,1,4,2725,11120,2442,10060,1915,7982,1429,5831,1113,4297,773.8,2947,599.1,2456
93,2,3,3492,10290,3199,9347,2606,7482,1906,5382,1280,3722,675.9,2345,333.9,2017
93,2,4,4107,12410,3767,11320,3077,9129,2253,6600,1510,4518,806.4,2763,441.9,2266
94,1,3,1382,6567,1267,5980,1038,4834,755.1,3493,499.1,2298,255.4,1299,119,1075
94,1,4,1581,7543,1450,6877,1189,5575,866.2,4036,572.2,2655,296.3,1495,153.4,1179
94,2,3,1457,8598,1341,7889,1108,6470,809.2,4724,529,3093,260.6,1596,94.77,891.4
94,2,4,1715,10070,1580,9255,1306,7609,954.7,5563,623.1,3635,306.4,1860,114.4,984.6
95,1,3,5492,15890,4955,14430,3893,11640,2827,8455,2027,6014,1161,3930,648.5,3270
95,1,4,6393,20480,5781,18660,4574,15160,3329,11080,2366,7796,1336,4888,735.2,3806
95,2,3,5092,14590,4607,13200,3684,10570,2682,7746,1885,5509,1058,3616,564.2,2992
95,2,4,5977,18650,5419,16920,4360,13660,3182,10040,2224,7067,1240,4488,655.4,3485
96,1,3,1871,7377,1682,6601,1318,5095,956.2,3687,721.5,2730,484.7,2049,383.5,2094
96,1,4,2194,9647,1986,8776,1583,7036,1165,5178,880.7,3678,605.2,2441,506.9,2335
96,2,3,2664,10490,2433,9561,1994,7737,1457,5592,975,3783,519.5,2187,278,1681
96,2,4,3145,12390,2874,11310,2363,9213,1733,6687,1161,4506,633.8,2581,382.8,1881
97,1,3,4321,11830,3904,10680,3106,8460,2286,6140,1636,4470,952.1,2897,552.7,2342
97,1,4,5015,15040,4537,13680,3623,10980,2674,8028,1914,5728,1133,3520,701.7,2649
97,2,3,2564,10100,2327,9110,1873,7285,1387,5344,1012,3824,666.7,2607,515.1,2278
97,2,4,2982,13220,2718,12060,2210,9865,1667,7347,1257,5159,910.3,3332,760.5,2646
98,1,3,2646,10410,2428,9482,1998,7684,1467,5522,969.7,3608,495.4,1976,238.9,1577
98,1,4,3162,12410,2906,11340,2401,9248,1767,6677,1167,4343,605.6,2333,338.3,1771
98,2,3,2695,14030,2476,12880,2044,10560,1494,7676,978.1,4993,485.6,2541,192.7,1451
98,2,4,3322,16660,3052,15330,2522,12600,1843,9173,1202,5955,595.5,2999,258.2,1645
99,1,3,6081,14660,5522,13200,4429,10490,3241,7635,2259,5431,1240,3544,617.4,2932
99,1,4,7045,18860,6407,17080,5158,13750,3785,10110,2627,7088,1437,4425,740,3420
99,2,3,4977,13580,4522,12230,3626,9730,2660,7125,1872,5221,1083,3488,635.4,2873
99,2,4,5723,17080,5213,15480,4201,12500,3096,9236,2183,6706,1291,4342,815.8,3350
100,1,3,3070,10410,2796,9419,2273,7507,1665,5396,1138,3743,630.7,2373,364.2,2065
100,1,4,3544,12780,3233,11610,2637,9365,1942,6810,1342,4697,783.4,2864,515,2307
100,2,3,2876,14650,2642,13440,2173,11050,1589,8028,1051,5304,541.7,2814,261,1701
100,2,4,3388,17430,3116,16020,2569,13230,1880,9618,1243,6346,652.4,3333,364.9,1921
101,1,3,4409,11420,4003,10260,3198,8078,2336,5861,1637,4305,937.2,3010,558.1,2783
101,1,4,5137,14640,4675,13280,3755,10650,2747,7819,1918,5639,1106,3647,690.6,3147
101,2,3,2523,10660,2293,9650,1840,7720,1342,5582,936.7,3811,548.7,2412,372.3,2206
101,2,4,2908,13160,2650,11990,2134,9739,1567,7129,1102,4808,678.3,2859,519.8,2493
102,1,3,1868,12030,1715,11080,1417,9180,1038,6752,682.5,4389,344.3,2204,147.3,1078
102,1,4,2181,14740,2004,13600,1658,11300,1215,8313,799.9,5391,410,2672,210,1188
102,2,3,1398,11030,1284,10150,1061,8403,777.1,6184,508.9,4045,250.2,2051,93.42,881.3
102,2,4,1613,12990,1482,11970,1225,9936,897.2,7315,586.9,4777,289.3,2409,122.9,983.2
103,1,3,7836,14020,7090,12700,5667,10110,4122,7411,2896,5353,1587,3681,745.2,3113
103,1,4,9071,17560,8227,15990,6606,12870,4804,9506,3348,6773,1813,4499,830.8,3613
103,2,3,6715,15080,6073,13700,4847,10910,3546,7932,2488,5707,1371,3821,656.8,3108
103,2,4,7817,19320,7088,17620,5685,14180,4165,10350,2901,7360,1580,4778,741.8,3620
104,1,3,3406,12070,3094,10900,2492,8541,1829,6088,1271,4277,742.3,2867,491.1,2657
104,1,4,3944,15470,3593,14080,2912,11180,2155,8033,1517,5586,940.5,3530,702.2,3029
104,2,3,3126,13560,2864,12380,2347,10060,1712,7341,1159,4903,625.9,2769,344.4,2025
104,2,4,3669,16180,3366,14800,2769,12090,2028,8848,1384,5868,787.2,3274,498.6,2305
105,1,3,5705,13770,5171,12310,4120,9636,3013,6954,2111,5144,1185,3716,603,3288
105,1,4,6615,17320,6010,15660,4814,12550,3522,9121,2449,6581,1373,4549,717.4,3816
105,2,3,5981,14190,5459,12750,4427,10030,3238,7201,2220,5159,1217,3452,641.7,3008
105,2,4,6893,18100,6302,16400,5131,13070,3758,9441,2567,6614,1426,4146,830.5,3405
106,1,3,3355,10910,3073,9933,2513,7957,1837,5685,1232,3811,657,2332,343.6,1997
106,1,4,3924,13340,3597,12210,2951,9877,2162,7080,1457,4726,806.1,2821,495.4,2228
106,2,3,3493,15050,3221,13800,2660,11330,1945,8308,1273,5478,636.7,2882,251.6,1642
106,2,4,4005,17910,3698,16440,3057,13540,2239,9962,1467,6548,746.8,3401,344.7,1852
107,1,3,3588,10850,3225,9817,2526,7814,1848,5619,1349,3996,792.7,2618,443.3,2188
107,1,4,4111,14370,3713,13080,2933,10510,2152,7559,1557,5271,910.9,3242,519.7,2480
107,2,3,3622,12020,3281,10860,2616,8698,1921,6352,1354,4485,766.1,2770,412.5,2094
107,2,4,4186,16000,3799,14510,3046,11700,2239,8575,1570,5982,884.8,3518,489.5,2409
108,1,3,2606,8571,2389,7813,1937,6196,1421,4465,968.6,3123,536.5,2043,320.1,1871
108,1,4,3028,10710,2780,9827,2264,7908,1667,5739,1141,3952,658.2,2434,449.7,2082
108,2,3,2778,12720,2552,11660,2104,9543,1544,6996,1020,4635,520,2509,234.8,1526
108,2,4,3263,14750,2998,13540,2478,11110,1821,8154,1204,5391,623.1,2897,322.3,1698
109,1,3,2986,13160,2675,11800,2086,9176,1525,6666,1159,4932,784,3674,594.4,3476
109,1,4,3524,16770,3177,15190,2526,12080,1876,8896,1420,6412,976,4468,755.1,3988
109,2,3,3679,14430,3364,13110,2737,10600,2008,7705,1375,5286,753.1,3174,404.1,2548
109,2,4,4298,17270,3937,15770,3215,12880,2370,9430,1630,6435,913.6,3750,539.1,2904
110,1,3,3371,11650,3095,10670,2553,8692,1876,6290,1240,4145,631.6,2328,269.5,1725
110,1,4,3898,14080,3580,12960,2957,10640,2178,7756,1442,5101,750.5,2798,369.2,1929
110,2,3,2106,14390,1929,13220,1585,10860,1159,7914,762.7,5197,389.4,2720,181.6,1553
110,2,4,2474,16980,2267,15610,1868,12860,1368,9403,899.8,6162,466.1,3194,243.4,1743
111,1,3,7448,13160,6741,11900,5367,9400,3928,6809,2761,4956,1495,3409,652.2,2995
111,1,4,8627,16300,7824,14810,6262,11810,4584,8593,3197,6179,1709,4105,730.1,3457
111,2,3,6499,13400,5871,12100,4672,9618,3411,6969,2408,5043,1322,3438,614.2,2951
111,2,4,7506,17040,6801,15480,5444,12440,3977,9057,2783,6463,1508,4215,687.1,3394
112,1,3,2401,10420,2149,9396,1694,7349,1255,5329,971.2,3752,676.6,2581,521.4,2370
112,1,4,2852,13720,2582,12580,2084,10160,1586,7518,1246,5182,925.2,3257,756.4,2722
112,2,3,3173,12240,2913,11220,2381,9210,1749,6768,1187,4591,662.1,2645,386,1974
112,2,4,3653,15280,3358,14080,2755,11710,2036,8664,1403,5873,845.4,3309,575.8,2264
113,1,3,3871,13810,3513,12380,2788,9750,2048,7109,1485,5155,902,3386,579,2734
113,1,4,4547,17720,4143,16070,3318,12920,2451,9524,1771,6758,1090,4146,730.5,3068
113,2,3,3557,13730,3222,12460,2597,9951,1914,7255,1365,5122,846.7,3257,579.1,2678
113,2,4,4104,17780,3731,16260,3040,13220,2276,9703,1660,6790,1111,4075,836.8,3028
114,1,3,3026,12800,2779,11760,2298,9682,1681,7083,1103,4625,561.7,2436,242.1,1536
114,1,4,3488,15600,3206,14370,2656,11900,1946,8724,1280,5657,663.9,2911,328.3,1720
114,2,3,2667,13610,2453,12510,2031,10310,1486,7505,973,4897,478.4,2500,164.5,1260
114,2,4,3073,16060,2828,14780,2343,12220,1716,8897,1123,5794,554.7,2931,205.7,1423
115,1,3,4766,11700,4318,10550,3424,8361,2517,6066,1763,4405,975,2913,502.8,2346
115,1,4,5586,15400,5078,13980,4054,11210,2986,8149,2063,5818,1115,3668,573.3,2704
115,2,3,5554,11870,5041,10620,4066,8401,2981,6206,2060,4612,1133,3170,572.7,2611
115,2,4,6482,14930,5894,13490,4775,10860,3507,8084,2410,5909,1321,3901,682.5,3010
116,1,3,2672,9537,2436,8648,1984,6946,1454,5005,994.5,3423,554.3,2174,337.1,1917
116,1,4,3116,11730,2847,10670,2328,8681,1713,6284,1174,4265,689.2,2607,493.3,2159
116,2,3,3087,11870,2843,10870,2348,8926,1725,6537,1138,4334,574.9,2357,235.5,1505
116,2,4,3542,14120,3264,12950,2699,10680,1985,7836,1311,5173,668.6,2774,316.2,1683
117,1,3,3000,10130,2722,9130,2166,7241,1591,5306,1156,3839,715.4,2607,502.9,2309
117,1,4,3572,12970,3257,11780,2618,9537,1932,7083,1402,5035,885.6,3195,666.2,2613
117,2,3,2868,10840,2619,9841,2136,7887,1569,5694,1070,3889,609.2,2375,384.8,1977
117,2,4,3346,13680,3061,12490,2507,10090,1852,7275,1270,4890,760.5,2912,551.9,2282
118,1,3,2961,11380,2723,10410,2249,8478,1646,6160,1079,4059,534.5,2145,214.9,1311
118,1,4,3484,13280,3205,12160,2653,9919,1941,7219,1268,4746,629,2492,285.9,1463
118,2,3,2396,12150,2200,11130,1814,9088,1327,6655,866.9,4349,426.1,2225,156.9,1156
118,2,4,2768,14260,2542,13080,2097,10690,1534,7819,999.9,5097,491,2583,197.1,1314
119,1,3,9078,16120,8182,14550,6438,11540,4691,8342,3373,6027,1902,4062,968.4,3479
119,1,4,10450,20130,9443,18270,7472,14670,5449,10710,3883,7641,2159,4935,1064,3991
119,2,3,8728,16350,7866,14840,6261,11850,4570,8635,3238,6181,1816,4131,909.8,3446
119,2,4,10380,20270,9386,18480,7523,14890,5514,10910,3867,7719,2133,5014,1019,3968
120,1,3,2497,10030,2259,9029,1817,7132,1326,5133,955.3,3612,613.7,2460,451.3,2257
120,1,4,2909,12830,2645,11640,2143,9405,1575,6858,1149,4693,797.4,2986,640.7,2519
120,2,3,3735,13980,3439,12810,2836,10480,2080,7675,1376,5171,710.4,2903,335.4,1865
120,2,4,4354,16460,4013,15110,3318,12420,2439,9129,1612,6146,844.6,3417,458.4,2106
121,1,3,5094,15150,4624,13720,3684,10970,2704,8008,1931,5753,1114,3752,621.7,3010
121,1,4,5907,19730,5376,17980,4311,14560,3183,10680,2279,7590,1344,4745,803.5,3472
121,2,3,3826,12870,3477,11580,2777,9171,2050,6660,1498,4901,942.7,3471,657.6,3028
121,2,4,4449,16710,4058,15260,3272,12510,2452,9265,1816,6678,1207,4444,917.8,3464
122,1,3,3473,10510,3190,9639,2639,7890,1934,5765,1269,3826,633.1,2102,268.8,1441
122,1,4,4014,12620,3688,11600,3056,9544,2243,7009,1474,4653,750.8,2552,391.2,1665
122,2,3,2721,10780,2506,9893,2072,8134,1521,5940,998,3912,495.8,2030,180.5,1142
122,2,4,3191,12830,2939,11800,2436,9719,1789,7100,1173,4666,588.7,2404,249.8,1299
123,1,3,5670,11540,5126,10430,4088,8261,2975,6068,2091,4403,1149,2968,545.1,2471
123,1,4,6548,14380,5929,13090,4751,10490,3460,7769,2416,5563,1314,3626,614.9,2869
123,2,3,6707,12850,6111,11640,4940,9311,3604,6835,2480,4832,1320,3092,564.2,2416
123,2,4,7629,16360,6958,14890,5635,12020,4116,8872,2825,6172,1500,3808,647.3,2793
124,1,3,2460,7358,2242,6647,1817,5267,1340,3848,926.3,2751,531,1942,335.4,1823
124,1,4,2842,9517,2598,8672,2115,7071,1570,5242,1095,3660,666.8,2393,491.6,2073
124,2,3,2933,9925,2700,9057,2218,7403,1629,5382,1076,3599,551,2028,245.6,1489
124,2,4,3380,11860,3113,10870,2561,8923,1884,6510,1247,4329,651.9,2390,343.5,1675
125,1,3,3345,9095,3020,8112,2419,6306,1780,4558,1271,3387,752,2459,471,2285
125,1,4,3926,11680,3555,10540,2869,8401,2125,6140,1515,4387,918.3,2933,625.5,2592
125,2,3,2543,9608,2317,8733,1885,7011,1377,5101,947.4,3503,536.3,2214,330.8,1876
125,2,4,2950,11730,2695,10710,2200,8709,1616,6407,1120,4385,662.3,2689,467,2129
126,1,3,2426,11130,2228,10190,1836,8296,1343,6046,883.7,3980,445.2,2112,183.3,1294
126,1,4,2851,13170,2620,12070,2163,9849,1584,7176,1040,4695,525.1,2442,238.9,1426
126,2,3,1922,13120,1765,12040,1452,9908,1060,7241,696.7,4766,345.9,2437,125.1,1112
126,2,4,2208,15580,2028,14310,1672,11800,1221,8620,802,5651,399.2,2863,153.9,1242
127,1,3,5753,14770,5172,13280,4072,10490,2961,7569,2138,5509,1232,3716,656.1,3212
127,1,4,6660,19200,6011,17360,4776,13850,3484,10050,2481,7243,1402,4563,732.2,3673
127,2,3,6286,15080,5702,13550,4554,10750,3343,7738,2343,5449,1281,3575,620.8,3065
127,2,4,7294,19800,6634,17880,5327,14350,3921,10390,2728,7132,1478,4393,724.8,3524
128,1,3,4127,10640,3761,9510,3055,7460,2244,5454,1553,3935,888.9,2735,548.5,2568
128,1,4,4712,14200,4301,12910,3514,10440,2598,7769,1815,5451,1098,3373,783.4,2863
128,2,3,2454,13430,2239,12290,1818,9986,1338,7283,925,4882,532.1,2763,341.8,2012
128,2,4,2859,16310,2614,14980,2140,12260,1589,8951,1115,6004,688.5,3354,502,2291
129,1,3,5122,14810,4640,13310,3706,10520,2719,7670,1933,5560,1108,3687,612.1,3030
129,1,4,5913,18930,5368,17120,4312,13690,3174,10040,2251,7161,1297,4503,738.1,3407
129,2,3,4153,13250,3774,11880,3018,9355,2204,6734,1558,4871,920.4,3435,590.1,3024
129,2,4,4917,17370,4480,15740,3603,12640,2645,9157,1880,6418,1152,4217,799.8,3408
130,1,3,2456,9590,2254,8782,1851,7116,1355,5161,900,3413,470.8,1883,226.5,1338
130,1,4,2810,11490,2581,10550,2125,8612,1559,6274,1041,4140,565.9,2256,319,1529
130,2,3,2335,10610,2148,9738,1772,7969,1299,5807,853.1,3816,420.9,1999,156,1117
130,2,4,2722,12470,2505,11470,2068,9407,1517,6866,996.4,4511,494.8,2354,204.9,1269
131,1,3,5378,13980,4867,12570,3863,9883,2831,7155,2020,5196,1144,3389,570.7,2728
131,1,4,6189,17910,5614,16190,4477,12860,3296,9377,2342,6705,1327,4210,670.2,3196
131,2,3,5387,15060,4890,13620,3934,10820,2882,7827,2010,5594,1113,3504,580.3,2702
131,2,4,6261,19180,5693,17420,4598,13980,3374,10180,2343,7183,1305,4323,721.8,3102
132,1,3,3076,10150,2807,9201,2287,7321,1672,5259,1132,3584,616.3,2233,342.6,2024
132,1,4,3558,12190,3251,11090,2654,8950,1947,6495,1321,4415,741.1,2672,465.5,2274
132,2,3,2582,15800,2368,14520,1944,11960,1420,8742,936.9,5700,481.3,2947,230.9,1670
132,2,4,2971,19330,2728,17790,2244,14710,1641,10760,1084,6972,566.5,3528,309.2,1907
133,1,3,2774,9623,2515,8684,1997,6855,1474,5034,1090,3766,707.7,2724,503.8,2445
133,1,4,3248,12440,2967,11360,2388,9171,1790,6794,1334,4954,899.9,3330,673.3,2805
133,2,3,2816,10950,2578,9966,2105,8095,1543,5930,1050,4123,595,2548,372.9,2024
133,2,4,3377,13960,3099,12760,2548,10490,1882,7735,1289,5377,766.7,3251,531.8,2383
134,1,3,1800,14550,1651,13360,1353,11010,988.1,7999,652.9,5192,327.4,2572,131.6,1243
134,1,4,2105,17280,1932,15860,1587,13100,1159,9524,764.6,6169,383.1,3028,164.6,1377
134,2,3,2221,17120,2044,15760,1692,13050,1238,9531,803.2,6171,389.1,3023,122.5,1146
134,2,4,2581,20160,2377,18560,1968,15380,1439,11230,932.4,7257,450.8,3530,144.1,1288
135,1,3,9334,13990,8427,12600,6698,10000,4890,7319,3451,5399,1886,3772,837.9,3288
135,1,4,10790,17010,9749,15410,7770,12430,5678,9168,3988,6662,2162,4537,930.7,3787
135,2,3,9743,14000,8866,12650,7137,10050,5216,7351,3600,5405,1927,3739,816.9,3262
135,2,4,11230,17170,10230,15600,8257,12570,6038,9251,4148,6715,2204,4512,913.9,3766
136,1,3,2137,8782,1925,7897,1527,6251,1126,4534,841.4,3215,578.7,2205,461.6,2081
136,1,4,2524,11750,2291,10650,1852,8672,1389,6406,1053,4440,781.9,2703,671.3,2297
136,2,3,2298,11380,2103,10410,1723,8491,1265,6219,853.8,4139,476.9,2322,299.1,1678
136,2,4,2751,13470,2523,12360,2075,10140,1528,7462,1035,4950,601,2738,431.8,1873
137,1,3,4528,14110,4103,12780,3269,10090,2386,7326,1697,5272,986.4,3515,567.1,2899
137,1,4,5321,17920,4841,16320,3893,13030,2849,9513,2006,6765,1159,4354,680.2,3357
137,2,3,3855,11960,3502,10730,2790,8436,2063,6120,1481,4479,902.6,3141,598.1,2768
137,2,4,4555,15180,4156,13750,3341,11070,2495,8105,1791,5768,1115,3778,784,3161
138,1,3,2245,8947,2047,8100,1657,6445,1209,4596,824,3136,457.7,2029,271.7,1860
138,1,4,2619,10700,2395,9728,1946,7815,1424,5629,971.2,3820,551.1,2390,360,2062
138,2,3,4348,13740,4002,12600,3314,10330,2425,7529,1579,4956,775.2,2636,249.2,1565
138,2,4,5106,16130,4703,14820,3896,12170,2850,8884,1853,5842,908.3,3086,308,1745
139,1,3,5920,13180,5379,11910,4289,9442,3136,6885,2197,4983,1210,3373,565.9,2774
139,1,4,6805,17250,6202,15650,4971,12540,3639,9200,2525,6565,1384,4269,650.9,3249
