RunNumber,Turbine,m,RootMxb1,RootMyb1,Spn1MLxb1,Spn1MLyb1,Spn2MLxb1,Spn2MLyb1,Spn3MLxb1,Spn3MLyb1,Spn4MLxb1,Spn4MLyb1,Spn5MLxb1,Spn5MLyb1,Spn6MLxb1,Spn6MLyb1
1789,2,10,6376,4482,5000,4475,2937,2957,1322,1584,442,676.4,70.44,139,1.05,2.448
1789,2,11,6487,4687,5083,4664,2986,3081,1345,1650,450.4,704.8,71.97,144.8,1.074,2.551
1789,2,12,6583,4872,5153,4833,3028,3192,1364,1708,457.8,730.4,73.33,150,1.095,2.644
1789,2,13,6667,5038,5214,4985,3064,3291,1381,1761,464.4,753.4,74.57,154.8,1.115,2.727
1790,1,9,5768,2136,4576,2336,2663,1479,1178,760.2,379.2,307.3,56.77,65.08,0.7997,1.113
1790,1,10,5903,2246,4683,2449,2726,1556,1206,799.4,388.1,322.1,58.14,67.78,0.8194,1.155
1790,1,11,6016,2346,4773,2555,2778,1629,1229,835.6,395.6,335.7,59.3,70.29,0.8361,1.193
1790,1,12,6112,2438,4849,2654,2822,1696,1249,869.1,402,348.2,60.29,72.62,0.8505,1.228
1790,1,13,6195,2522,4914,2746,2860,1758,1265,900,407.5,359.8,61.15,74.8,0.8631,1.261
1790,2,9,5729,1817,4554,2088,2648,1301,1169,668.9,374.9,275,55.83,58.67,0.7822,0.9922
1790,2,10,5865,1904,4662,2180,2711,1365,1197,703.5,383.8,288.6,57.17,61.1,0.8013,1.029
1790,2,11,5978,1983,4751,2265,2763,1425,1220,735.6,391.2,301.2,58.3,63.33,0.8174,1.062
1790,2,12,6074,2056,4828,2344,2807,1481,1239,765.3,397.6,312.9,59.26,65.38,0.8312,1.093
1790,2,13,6157,2122,4893,2419,2845,1534,1256,792.7,403,323.6,60.1,67.29,0.8432,1.122
1791,1,9,6351,6085,4896,5772,2933,3916,1351,2166,454.6,930.4,71.17,190,1.082,3.465
1791,1,10,6475,6374,5001,6032,2997,4101,1381,2276,464.8,980.3,72.81,199.7,1.107,3.632
1791,1,11,6580,6634,5091,6269,3053,4268,1407,2375,473.7,1025,74.24,208.4,1.129,3.781
1791,1,12,6671,6869,5171,6484,3102,4419,1430,2464,481.5,1065,75.52,216.2,1.149,3.915
1791,1,13,6750,7082,5241,6680,3146,4556,1451,2545,488.5,1101,76.67,223.2,1.167,4.036
1791,2,9,6344,6589,4903,6134,2927,4238,1342,2419,450.3,1037,70.39,212.6,1.073,3.78
1791,2,10,6470,6946,5007,6448,2991,4464,1371,2559,460.1,1098,72.01,224.9,1.099,3.989
1791,2,11,6577,7268,5097,6732,3046,4667,1396,2685,468.5,1153,73.43,236,1.122,4.178
1791,2,12,6670,7558,5175,6990,3094,4851,1418,2798,475.9,1202,74.7,246,1.143,4.349
1791,2,13,6752,7820,5245,7226,3137,5016,1438,2900,482.5,1247,75.85,255,1.162,4.503
1792,1,9,6368,5231,4980,5197,2942,3443,1336,1846,451.7,760.9,71.86,153.6,1.077,2.844
1792,1,10,6508,5569,5082,5535,3004,3672,1365,1968,462.6,811,73.77,163.2,1.107,3.022
1792,1,11,6628,5877,5169,5844,3056,3881,1391,2079,472.2,856.4,75.45,172,1.134,3.186
1792,1,12,6732,6157,5244,6127,3102,4071,1413,2179,480.7,897.6,76.95,180,1.157,3.337
1792,1,13,6824,6412,5310,6384,3142,4243,1432,2270,488.3,935,78.32,187.4,1.179,3.473
1792,2,9,6312,4511,4960,4582,2929,3050,1330,1610,446.7,647.1,70.35,130.3,1.04,2.368
1792,2,10,6451,4792,5066,4861,2992,3243,1360,1712,457.3,686.8,72.14,137.5,1.068,2.497
1792,2,11,6568,5050,5155,5118,3045,3420,1386,1805,466.4,722.9,73.7,144.1,1.091,2.617
1792,2,12,6669,5285,5231,5354,3092,3581,1408,1890,474.4,755.7,75.07,150.2,1.112,2.728
1792,2,13,6757,5500,5298,5570,3132,3729,1427,1967,481.5,785.6,76.3,155.7,1.131,2.829
1793,1,9,6486,5282,4964,5370,2939,3657,1346,1971,459.3,819,74.51,167.8,1.14,3.061
1793,1,10,6625,5557,5061,5640,2999,3846,1376,2078,471.2,864.4,76.93,177.2,1.179,3.23
1793,1,11,6745,5800,5144,5879,3050,4013,1401,2173,481.9,904.8,79.14,185.5,1.214,3.382
1793,1,12,6851,6017,5215,6092,3095,4161,1424,2257,491.6,940.8,81.17,192.9,1.247,3.519
1793,1,13,6945,6211,5278,6282,3134,4293,1445,2332,500.6,973.2,83.04,199.6,1.277,3.641
1793,2,9,6504,4623,5033,4721,2981,3135,1362,1664,463.4,701.6,74.26,146.7,1.125,2.656
1793,2,10,6639,4841,5133,4933,3041,3282,1391,1745,474.6,737.9,76.34,154,1.158,2.788
1793,2,11,6755,5037,5217,5123,3092,3415,1416,1819,484.5,770.6,78.21,160.7,1.188,2.909
1793,2,12,6856,5213,5290,5295,3137,3534,1439,1885,493.3,800.3,79.92,166.8,1.215,3.019
1793,2,13,6946,5373,5354,5451,3177,3643,1458,1945,501.4,827.4,81.5,172.4,1.24,3.121
1794,1,9,5913,2388,4690,2589,2747,1641,1226,871.5,400.5,365.1,61.39,78.82,0.8775,1.357
1794,1,10,6049,2513,4798,2712,2810,1722,1254,918.3,410.1,384.6,62.94,82.66,0.9005,1.419
1794,1,11,6164,2629,4888,2826,2864,1798,1279,961.6,418.2,402.7,64.28,86.27,0.9204,1.478
1794,1,12,6261,2735,4965,2931,2909,1867,1299,1002,425.3,419.4,65.44,89.63,0.9379,1.532
1794,1,13,6345,2833,5032,3027,2948,1932,1317,1038,431.4,434.8,66.47,92.73,0.9534,1.582
1794,2,9,5816,2048,4618,2423,2691,1512,1192,765,386.9,328.6,58.14,71.04,0.8254,1.192
1794,2,10,5951,2156,4725,2553,2754,1596,1220,805.3,396,347.7,59.56,75.06,0.846,1.256
1794,2,11,6064,2257,4815,2676,2806,1673,1243,842.6,403.6,365.3,60.77,78.81,0.8635,1.317
1794,2,12,6160,2350,4891,2789,2851,1745,1263,877,410.2,381.4,61.8,82.26,0.8786,1.373
1794,2,13,6243,2435,4957,2893,2889,1811,1280,908.5,415.9,396,62.71,85.41,0.892,1.425
1795,1,9,6360,5833,4942,5776,2943,3903,1342,2175,450.3,921.9,70.79,192.9,1.071,3.556
1795,1,10,6491,6149,5042,6090,3004,4122,1371,2301,460.6,976.6,72.68,204.4,1.101,3.768
1795,1,11,6604,6432,5127,6372,3056,4319,1396,2414,469.8,1025,74.4,214.6,1.128,3.957
1795,1,12,6703,6687,5201,6626,3102,4497,1417,2515,477.9,1069,75.99,223.9,1.154,4.128
1795,1,13,6791,6917,5266,6856,3142,4657,1437,2606,485.3,1108,77.47,232.2,1.177,4.281
1795,2,9,6372,5520,4949,5457,2932,3715,1335,2086,448.7,901.4,70.99,183.6,1.082,3.372
1795,2,10,6507,5786,5048,5720,2992,3900,1364,2200,459.4,953,73.03,193.7,1.115,3.555
1795,2,11,6624,6020,5132,5952,3043,4062,1388,2302,468.9,998.8,74.89,202.8,1.145,3.718
1795,2,12,6727,6228,5205,6157,3088,4206,1410,2393,477.5,1040,76.61,210.9,1.174,3.864
1795,2,13,6820,6414,5269,6341,3127,4334,1429,2475,485.5,1077,78.22,218.3,1.2,3.996
1796,1,9,6092,3363,4819,3505,2835,2212,1281,1154,424.3,461.1,65.43,96.09,0.9509,1.752
1796,1,10,6226,3608,4924,3742,2898,2359,1310,1231,434.3,491.3,67.08,102.1,0.9756,1.87
1796,1,11,6339,3828,5013,3956,2951,2492,1335,1300,443,518.9,68.51,107.6,0.9971,1.978
1796,1,12,6436,4024,5088,4150,2996,2612,1356,1364,450.4,544.2,69.76,112.8,1.016,2.077
1796,1,13,6520,4200,5153,4325,3036,2721,1375,1421,457,567.2,70.88,117.4,1.033,2.167
1796,2,9,6012,2794,4765,2965,2803,1888,1262,990.6,414.6,395.7,63.3,81.14,0.9045,1.409
1796,2,10,6150,2995,4874,3156,2868,2010,1292,1057,425,422,64.95,86.09,0.9288,1.495
1796,2,11,6265,3175,4965,3330,2923,2122,1318,1117,433.8,446.1,66.39,90.69,0.95,1.575
1796,2,12,6364,3337,5044,3488,2970,2223,1340,1172,441.6,468,67.67,94.93,0.9689,1.649
1796,2,13,6451,3482,5112,3632,3011,2316,1359,1222,448.5,488,68.81,98.82,0.9858,1.716
1797,1,9,6485,4760,5031,4732,2975,3108,1351,1605,455.3,650.3,72.55,135.9,1.104,2.492
1797,1,10,6622,4984,5129,4934,3034,3242,1379,1675,465.5,679.1,74.39,141.7,1.134,2.603
1797,1,11,6740,5187,5212,5115,3084,3363,1403,1737,474.3,705.3,76.01,147,1.161,2.707
1797,1,12,6842,5371,5283,5279,3127,3472,1424,1793,482.1,729.2,77.45,151.9,1.185,2.803
1797,1,13,6932,5540,5345,5428,3164,3571,1442,1844,489,751.3,78.76,156.4,1.207,2.893
1797,2,9,6341,4404,4957,4325,2920,2843,1318,1457,439.5,583.2,69.28,123.5,1.046,2.264
1797,2,10,6475,4658,5056,4559,2979,3000,1346,1536,449.3,612.8,71.03,129.3,1.075,2.374
1797,2,11,6588,4888,5140,4773,3029,3143,1369,1609,457.8,639.8,72.58,134.5,1.1,2.473
1797,2,12,6687,5096,5211,4969,3071,3275,1389,1676,465.3,664.5,73.95,139.2,1.123,2.562
1797,2,13,6773,5286,5273,5149,3108,3395,1407,1737,471.9,687.3,75.2,143.5,1.144,2.643
1798,1,9,5691,2415,4537,2479,2637,1615,1161,894.4,371.8,384.4,55.51,83.75,0.7793,1.439
1798,1,10,5826,2502,4645,2566,2700,1674,1188,928.7,380.7,399.4,56.85,86.8,0.7984,1.49
1798,1,11,5940,2580,4735,2644,2753,1727,1211,959.8,388.2,413,57.97,89.56,0.8145,1.537
1798,1,12,6037,2651,4812,2714,2797,1775,1231,988.3,394.5,425.6,58.93,92.08,0.8282,1.579
1798,1,13,6120,2716,4878,2777,2836,1818,1248,1015,399.9,437.3,59.76,94.4,0.8401,1.618
1798,2,9,5665,2427,4539,2505,2637,1636,1161,904.2,371,388.9,55.14,84,0.7719,1.453
1798,2,10,5800,2518,4648,2597,2701,1699,1189,939.8,379.9,404.6,56.47,87.09,0.7908,1.505
1798,2,11,5914,2601,4739,2679,2753,1756,1212,971.9,387.4,419,57.6,89.89,0.8068,1.553
1798,2,12,6010,2675,4816,2753,2798,1808,1232,1001,393.7,432.1,58.55,92.45,0.8204,1.596
1798,2,13,6093,2744,4882,2821,2837,1855,1249,1028,399.2,444.2,59.38,94.81,0.8322,1.636
1799,1,9,6390,6534,4991,6169,3031,4168,1425,2263,488.3,976.4,77.41,215.9,1.166,3.98
1799,1,10,6521,6810,5106,6427,3104,4352,1460,2370,500.6,1026,79.4,227.6,1.195,4.183
1799,1,11,6633,7058,5206,6660,3168,4518,1491,2466,511.5,1070,81.18,238,1.221,4.367
1799,1,12,6730,7282,5295,6871,3226,4667,1519,2551,521.3,1109,82.78,247.4,1.245,4.533
1799,1,13,6816,7485,5375,7063,3278,4802,1544,2629,530.2,1145,84.25,255.9,1.267,4.684
1799,2,9,6387,6455,4961,6135,3015,4111,1412,2231,485.4,959.5,76.68,213.6,1.159,3.939
1799,2,10,6518,6736,5074,6396,3087,4294,1446,2337,497.6,1008,78.61,225.4,1.188,4.146
1799,2,11,6630,6989,5173,6632,3150,4460,1476,2432,508.5,1052,80.33,236,1.214,4.332
1799,2,12,6727,7218,5260,6845,3206,4609,1504,2517,518.3,1090,81.87,245.5,1.237,4.5
1799,2,13,6813,7425,5339,7039,3257,4744,1528,2594,527.2,1125,83.28,254,1.258,4.652
1800,1,9,6299,4794,4983,4719,2949,3144,1334,1687,446,724.3,70.4,152,1.034,2.682
1800,1,10,6440,5061,5090,4985,3015,3318,1364,1777,456.9,761.5,72.24,159.2,1.061,2.816
1800,1,11,6560,5301,5182,5224,3071,3475,1391,1859,466.2,795.1,73.85,165.8,1.085,2.939
1800,1,12,6665,5516,5261,5439,3120,3616,1414,1932,474.5,825.5,75.29,171.8,1.106,3.051
1800,1,13,6758,5709,5330,5633,3163,3742,1435,1999,481.9,852.9,76.58,177.2,1.125,3.153
1800,2,9,6104,4072,4864,4098,2863,2686,1284,1412,422.7,603.7,65.36,127.2,0.9512,2.224
1800,2,10,6238,4306,4969,4335,2925,2838,1313,1488,432.5,634.4,66.97,133.6,0.9753,2.344
1800,2,11,6352,4515,5058,4548,2978,2975,1337,1556,440.9,662.2,68.36,139.3,0.9963,2.453
1800,2,12,6449,4703,5133,4739,3023,3098,1358,1618,448.2,687.2,69.59,144.5,1.015,2.553
1800,2,13,6534,4872,5199,4910,3063,3209,1377,1673,454.7,709.8,70.69,149.2,1.031,2.644
1801,1,9,6477,5750,4929,5733,2917,3933,1333,2151,453.5,918.6,73.38,192.1,1.135,3.482
1801,1,10,6611,6017,5026,6003,2975,4125,1362,2261,464.5,966.1,75.51,201.9,1.17,3.657
1801,1,11,6727,6254,5108,6245,3025,4296,1386,2358,474.2,1008,77.46,210.7,1.203,3.812
1801,1,12,6829,6464,5180,6462,3069,4449,1407,2445,483.1,1046,79.27,218.5,1.233,3.95
1801,1,13,6921,6651,5242,6657,3107,4587,1426,2522,491.2,1079,80.95,225.5,1.261,4.075
1801,2,9,6560,5815,5031,5880,2980,4018,1369,2203,474.7,925.5,79,192.5,1.214,3.481
1801,2,10,6708,6107,5130,6182,3041,4225,1400,2317,489.1,974,82.03,202.7,1.262,3.666
1801,2,11,6838,6367,5215,6450,3093,4407,1429,2419,502.5,1017,84.86,211.9,1.307,3.834
1801,2,12,6956,6598,5287,6689,3139,4570,1454,2509,515.1,1056,87.53,220.2,1.349,3.986
1801,2,13,7063,6805,5351,6903,3180,4716,1478,2589,527.1,1091,90.03,227.7,1.388,4.125
1802,1,9,6084,3375,4767,3502,2800,2327,1261,1224,416,487.2,63.8,100.8,0.9208,1.725
1802,1,10,6222,3585,4873,3710,2863,2471,1290,1299,425.8,515.5,65.37,106.4,0.945,1.822
1802,1,11,6339,3775,4962,3899,2916,2601,1315,1368,434.1,541.3,66.73,111.5,0.9662,1.911
1802,1,12,6440,3946,5039,4072,2961,2719,1336,1430,441.3,564.7,67.92,116.2,0.985,1.993
1802,1,13,6527,4100,5104,4229,3000,2825,1354,1486,447.5,585.9,68.97,120.5,1.002,2.068
1802,2,9,5985,2997,4712,3102,2759,2014,1240,1047,408.4,429.2,62.41,88.28,0.8899,1.47
1802,2,10,6123,3195,4818,3284,2821,2134,1269,1108,418.1,453.5,63.96,93.01,0.9123,1.544
1802,2,11,6239,3372,4907,3450,2874,2244,1293,1164,426.3,475.5,65.28,97.34,0.9316,1.613
1802,2,12,6338,3531,4983,3602,2919,2343,1313,1214,433.4,495.5,66.42,101.3,0.9483,1.677
1802,2,13,6425,3674,5048,3740,2957,2434,1331,1260,439.6,513.6,67.42,104.9,0.963,1.736
1803,1,9,6672,7129,5120,6830,3081,4655,1438,2501,503.9,1051,82.64,218.3,1.247,3.966
1803,1,10,6834,7517,5241,7213,3157,4916,1478,2641,521.4,1110,85.98,229.9,1.294,4.173
1803,1,11,6978,7864,5349,7560,3226,5151,1515,2765,538,1163,89.13,240.4,1.338,4.361
1803,1,12,7110,8173,5447,7873,3290,5363,1551,2876,553.8,1210,92.09,249.9,1.379,4.531
1803,1,13,7232,8451,5539,8158,3350,5554,1585,2976,568.9,1253,94.87,258.4,1.417,4.686
1803,2,9,6624,6675,5071,6395,3044,4365,1408,2462,487.1,1057,80.44,219.8,1.235,3.91
1803,2,10,6778,7022,5182,6709,3113,4587,1442,2594,501.3,1115,83.44,231.7,1.283,4.117
1803,2,11,6914,7331,5278,6988,3174,4785,1472,2711,514.5,1166,86.27,242.3,1.327,4.302
1803,2,12,7037,7607,5362,7237,3227,4960,1500,2815,526.9,1212,88.94,251.7,1.369,4.468
1803,2,13,7149,7856,5438,7461,3276,5117,1525,2907,538.6,1252,91.45,260.1,1.408,4.618
1804,1,9,6106,3603,4835,3751,2851,2476,1291,1300,428.2,520.5,66.52,106,0.9609,1.849
1804,1,10,6244,3811,4943,3970,2916,2623,1321,1376,439,548.2,68.36,111.5,0.988,1.943
1804,1,11,6362,3998,5034,4168,2971,2756,1347,1445,448.4,573.4,69.98,116.6,1.012,2.03
1804,1,12,6462,4166,5112,4349,3018,2877,1369,1507,456.6,596.4,71.44,121.3,1.034,2.111
1804,1,13,6550,4318,5179,4512,3059,2986,1389,1564,464,617.4,72.77,125.5,1.054,2.184
1804,2,9,5986,3116,4727,3284,2769,2154,1241,1117,408.7,446.6,62.51,86.75,0.8976,1.51
1804,2,10,6125,3287,4834,3466,2832,2276,1269,1178,418.6,469.1,64.12,90.46,0.9214,1.576
1804,2,11,6241,3440,4923,3631,2885,2385,1294,1234,427.1,489.4,65.51,93.87,0.9422,1.638
1804,2,12,6341,3577,5000,3781,2930,2484,1314,1284,434.4,507.9,66.74,97.01,0.9606,1.695
1804,2,13,6428,3701,5066,3916,2969,2573,1332,1330,440.9,524.6,67.83,99.91,0.9772,1.748
1805,1,9,6530,4887,5071,4786,2998,3217,1376,1740,470.2,733.7,75.54,151.9,1.131,2.718
1805,1,10,6675,5163,5176,5018,3062,3384,1408,1837,482.7,774.3,77.75,160.1,1.164,2.862
1805,1,11,6800,5417,5265,5231,3117,3538,1435,1925,493.7,811.5,79.74,167.7,1.194,2.995
1805,1,12,6910,5650,5342,5427,3165,3679,1460,2005,503.8,845.4,81.56,174.6,1.221,3.117
1805,1,13,7008,5862,5410,5609,3207,3809,1482,2078,513,876.3,83.24,180.9,1.246,3.227
1805,2,9,6245,4345,4948,4195,2915,2767,1319,1485,439.6,629.4,68.88,131.7,1.013,2.394
1805,2,10,6379,4605,5052,4422,2977,2921,1348,1570,450,665.5,70.65,139,1.039,2.538
1805,2,11,6492,4841,5139,4630,3030,3060,1373,1648,459,698.6,72.21,145.9,1.063,2.669
1805,2,12,6590,5057,5214,4820,3075,3187,1395,1718,466.9,728.7,73.59,152.1,1.084,2.789
1805,2,13,6675,5253,5280,4993,3115,3303,1414,1782,473.9,756.1,74.83,157.9,1.103,2.897
1806,1,9,5746,1651,4547,1974,2649,1185,1171,576.3,376.6,229.8,56.25,51.33,0.7892,0.9053
1806,1,10,5881,1753,4654,2053,2711,1236,1198,602.3,385.5,240.9,57.59,53.7,0.808,0.9472
1806,1,11,5994,1845,4744,2125,2764,1283,1221,625.9,392.9,251,58.71,55.87,0.8239,0.9863
1806,1,12,6090,1928,4820,2190,2808,1326,1241,647.4,399.3,260.2,59.66,57.87,0.8374,1.022
1806,1,13,6172,2003,4885,2251,2846,1366,1258,667.1,404.7,268.7,60.48,59.7,0.8491,1.056
1806,2,9,5708,1382,4533,1814,2632,1079,1162,523.2,373.5,198.3,55.46,43.55,0.7731,0.7601
1806,2,10,5843,1454,4640,1888,2695,1127,1190,548.9,382.4,207.9,56.78,45.4,0.7916,0.7896
1806,2,11,5956,1519,4730,1955,2747,1171,1213,572.4,389.8,216.8,57.89,47.1,0.8071,0.8172
1806,2,12,6052,1579,4806,2016,2791,1211,1232,593.9,396.1,224.8,58.83,48.67,0.8203,0.843
1806,2,13,6134,1633,4871,2073,2829,1248,1249,613.5,401.5,232.2,59.64,50.12,0.8317,0.8669
1807,1,9,6649,6428,5291,6024,3197,4079,1485,2254,503.8,985.5,79.51,209.3,1.216,3.875
1807,1,10,6795,6735,5414,6294,3274,4284,1522,2377,516.6,1040,81.69,219.9,1.252,4.058
1807,1,11,6921,7013,5521,6539,3342,4472,1554,2487,528.1,1089,83.65,229.4,1.284,4.226
1807,1,12,7033,7265,5617,6761,3402,4643,1583,2586,538.3,1133,85.43,238.1,1.314,4.381
1807,1,13,7132,7495,5702,6965,3456,4801,1610,2677,547.6,1172,87.06,246,1.342,4.523
1807,2,9,6557,6349,5229,5961,3151,4073,1452,2282,489,1014,77.06,210.9,1.172,3.803
1807,2,10,6698,6661,5348,6226,3226,4276,1487,2406,501.4,1071,79.19,222,1.206,3.986
1807,2,11,6820,6941,5453,6463,3291,4459,1518,2518,512.5,1122,81.12,232.1,1.237,4.156
1807,2,12,6927,7195,5546,6676,3350,4624,1546,2618,522.7,1168,82.89,241.3,1.265,4.311
1807,2,13,7023,7425,5631,6869,3403,4774,1572,2708,532.1,1209,84.54,249.6,1.292,4.453
1808,1,9,6333,4768,4967,4847,2928,3211,1324,1684,443.3,706.3,69.9,143.3,1.048,2.484
1808,1,10,6464,5068,5067,5142,2988,3411,1351,1787,453.1,749.4,71.57,151.9,1.075,2.629
1808,1,11,6574,5335,5151,5408,3039,3590,1375,1879,461.4,788,73.02,159.6,1.098,2.76
1808,1,12,6670,5573,5223,5645,3082,3752,1395,1962,468.7,822.5,74.32,166.5,1.118,2.879
1808,1,13,6753,5787,5285,5859,3120,3897,1413,2036,475.1,853.6,75.48,172.8,1.137,2.986
1808,2,9,6295,4423,4903,4534,2892,2992,1311,1566,439.6,658.3,69.44,135.1,1.022,2.368
1808,2,10,6430,4707,5006,4815,2953,3180,1340,1664,449.9,699.8,71.29,143.4,1.05,2.513
1808,2,11,6545,4957,5092,5065,3005,3348,1364,1751,458.8,736.5,72.95,150.8,1.075,2.643
1808,2,12,6643,5179,5165,5288,3049,3498,1386,1829,466.6,769,74.46,157.3,1.097,2.757
1808,2,13,6730,5376,5229,5487,3088,3632,1404,1898,473.7,798,75.85,163.2,1.118,2.859
1809,1,9,6484,5590,4955,5642,2921,3847,1334,2076,458.3,868.6,74.97,181.2,1.141,3.254
1809,1,10,6620,5853,5052,5909,2979,4035,1362,2179,469.6,911.1,77.31,190.3,1.177,3.416
1809,1,11,6737,6092,5135,6152,3029,4206,1386,2271,479.6,949.2,79.44,198.5,1.21,3.562
1809,1,12,6840,6309,5206,6374,3071,4362,1407,2355,488.7,983.4,81.4,205.8,1.241,3.695
1809,1,13,6931,6507,5268,6578,3109,4503,1426,2430,497,1014,83.22,212.5,1.269,3.815
1809,2,9,6539,5812,5060,5622,2996,3831,1373,2058,472.1,845,76.65,171.8,1.162,3.046
1809,2,10,6683,6117,5161,5908,3058,4023,1404,2161,484.6,884.2,78.95,179.1,1.198,3.173
1809,2,11,6807,6393,5247,6171,3111,4199,1431,2254,495.9,919.6,81.02,185.5,1.231,3.286
1809,2,12,6916,6645,5321,6411,3157,4359,1455,2339,506.1,951.6,82.91,191.3,1.261,3.387
1809,2,13,7014,6875,5386,6633,3199,4505,1476,2416,515.5,980.9,84.66,196.5,1.289,3.478
1810,1,9,5823,1765,4619,2085,2695,1271,1192,644.7,386.4,257.7,57.89,55.48,0.8182,0.9763
1810,1,10,5957,1864,4725,2175,2756,1330,1220,677.7,395.4,271,59.28,58.12,0.8384,1.021
1810,1,11,6069,1956,4813,2257,2808,1383,1243,707.8,403,283.3,60.46,60.58,0.8555,1.063
1810,1,12,6164,2041,4888,2332,2851,1432,1262,735.2,409.4,294.5,61.47,62.87,0.8703,1.103
1810,1,13,6246,2119,4952,2401,2889,1477,1279,760.3,415,304.9,62.35,64.99,0.8833,1.14
1810,2,9,5724,1670,4583,1864,2663,1123,1176,581.5,376.1,245.8,55.71,53.85,0.777,0.9299
1810,2,10,5857,1769,4689,1949,2725,1178,1203,613.4,384.9,260.6,57.04,56.78,0.7958,0.9743
1810,2,11,5968,1861,4778,2026,2776,1228,1226,642.4,392.3,274.2,58.16,59.55,0.8116,1.017
1810,2,12,6062,1945,4853,2096,2820,1273,1246,668.9,398.5,286.7,59.11,62.13,0.8253,1.056
1810,2,13,6144,2022,4918,2161,2858,1314,1262,693,403.9,298.2,59.94,64.53,0.8372,1.094
1811,1,9,6436,6672,4954,6340,2944,4385,1342,2424,458.2,1025,74.4,213,1.146,3.87
1811,1,10,6574,7021,5056,6659,3006,4614,1371,2555,469.9,1081,76.82,224.3,1.186,4.068
1811,1,11,6694,7331,5145,6944,3060,4816,1397,2671,480.5,1130,79.07,234.2,1.223,4.242
1811,1,12,6801,7607,5222,7198,3108,4996,1420,2773,490.2,1174,81.18,243,1.257,4.395
1811,1,13,6896,7854,5291,7426,3150,5157,1440,2864,499.2,1213,83.16,250.8,1.29,4.531
1811,2,9,6391,6339,4954,6158,2935,4177,1335,2304,456.4,959.6,74.73,202.4,1.152,3.658
1811,2,10,6527,6673,5054,6477,2995,4397,1364,2425,468.4,1010,77.32,213,1.194,3.844
1811,2,11,6646,6968,5139,6761,3047,4591,1388,2531,479.3,1054,79.72,222.3,1.234,4.007
1811,2,12,6751,7232,5213,7013,3092,4763,1410,2624,489.3,1093,81.94,230.6,1.27,4.152
1811,2,13,6845,7468,5279,7239,3133,4916,1430,2706,498.6,1127,83.99,237.9,1.304,4.28
1812,1,9,6011,2365,4752,2396,2794,1471,1258,710.5,412.2,291.8,62.64,64.02,0.8911,1.124
1812,1,10,6146,2531,4858,2522,2857,1554,1287,753.5,421.8,311.1,64.15,68.25,0.9129,1.194
1812,1,11,6260,2679,4947,2638,2911,1631,1312,792.9,430,328.5,65.44,72.07,0.9315,1.258
1812,1,12,6357,2810,5023,2746,2956,1702,1333,829,437.1,344.1,66.56,75.5,0.9476,1.316
1812,1,13,6441,2927,5089,2846,2995,1767,1351,861.8,443.2,358.2,67.54,78.57,0.9618,1.368
1812,2,9,5881,2121,4665,2139,2719,1314,1210,646.7,391.7,271,58.74,58.46,0.8299,1.052
1812,2,10,6015,2267,4771,2254,2781,1392,1237,687.6,400.8,289.4,60.17,62.36,0.8507,1.12
1812,2,11,6128,2398,4859,2360,2832,1463,1261,724.5,408.5,305.9,61.38,65.87,0.8685,1.183
1812,2,12,6224,2515,4934,2459,2876,1527,1280,757.7,415.1,320.6,62.43,69.02,0.8841,1.239
1812,2,13,6306,2619,4998,2549,2914,1586,1297,787.6,420.8,333.7,63.35,71.85,0.898,1.289
1813,1,9,6541,4690,5047,4653,2983,3102,1365,1669,462.2,708.5,73.7,153.2,1.119,2.782
1813,1,10,6679,4919,5146,4866,3043,3249,1394,1753,473,745.5,75.67,161.1,1.15,2.923
1813,1,11,6797,5124,5230,5056,3094,3380,1419,1829,482.6,778.6,77.43,168.2,1.178,3.049
1813,1,12,6901,5309,5302,5227,3138,3498,1441,1897,491.2,808.4,79.04,174.6,1.203,3.162
1813,1,13,6993,5476,5365,5382,3177,3604,1461,1958,499,835.4,80.53,180.3,1.227,3.264
1813,2,9,6471,4204,5025,4322,2977,2774,1361,1394,457.3,570.9,72.23,121.1,1.089,2.257
1813,2,10,6605,4461,5125,4563,3037,2929,1389,1470,467.5,601.4,73.97,127.1,1.116,2.372
1813,2,11,6720,4697,5209,4783,3089,3071,1414,1541,476.3,629.1,75.49,132.6,1.141,2.477
1813,2,12,6820,4914,5281,4985,3132,3201,1435,1604,484,654.2,76.84,137.5,1.163,2.573
1813,2,13,6908,5112,5344,5169,3171,3320,1454,1663,490.9,676.9,78.07,142.1,1.183,2.66
1814,1,9,5704,1665,4536,1891,2638,1149,1161,574.2,372.5,235.3,55.12,51.27,0.7685,0.9011
1814,1,10,5840,1769,4644,1967,2701,1202,1188,605.2,381.4,248.8,56.45,54.08,0.7871,0.948
1814,1,11,5953,1867,4734,2037,2754,1251,1212,634.6,388.8,261.6,57.56,56.74,0.8027,0.9924
1814,1,12,6050,1957,4811,2104,2798,1298,1231,662.4,395.2,273.6,58.51,59.23,0.816,1.034
1814,1,13,6133,2041,4877,2166,2837,1342,1248,688.4,400.6,284.7,59.32,61.55,0.8274,1.073
1814,2,9,5702,1379,4513,1720,2623,1016,1160,496.9,370.1,197.7,54.97,43.57,0.7638,0.7623
1814,2,10,5839,1456,4621,1781,2686,1057,1188,521.3,379,208.7,56.29,45.83,0.7822,0.7973
1814,2,11,5953,1528,4711,1837,2738,1096,1211,544.4,386.4,219.1,57.4,47.97,0.7976,0.8305
