RunNumber,Turbine,m,RootMxb1,RootMyb1,Spn1MLxb1,Spn1MLyb1,Spn2MLxb1,Spn2MLyb1,Spn3MLxb1,Spn3MLyb1,Spn4MLxb1,Spn4MLyb1,Spn5MLxb1,Spn5MLyb1,Spn6MLxb1,Spn6MLyb1
1,1,9,6431,4664,4981,4682,2942,3192,1337,1779,446.5,778.8,70.9,163.5,1.08,2.913
1,1,10,6564,4894,5078,4899,3000,3352,1364,1874,456.5,821.3,72.77,172.5,1.112,3.066
1,1,11,6678,5099,5159,5093,3049,3496,1387,1958,465.2,858.6,74.45,180.4,1.141,3.202
1,1,12,6778,5284,5229,5269,3091,3626,1407,2034,473,891.6,75.99,187.3,1.167,3.322
1,1,13,6866,5450,5290,5429,3128,3744,1425,2101,480,920.8,77.4,193.5,1.192,3.428
1,2,9,6352,4618,5010,4577,2956,3036,1347,1594,452.1,616.8,71.28,125,1.062,2.278
1,2,10,6491,4879,5113,4851,3018,3219,1377,1688,463.2,650.4,73.2,131.3,1.092,2.397
1,2,11,6611,5109,5201,5098,3071,3383,1403,1772,473.1,680.4,74.93,137,1.119,2.504
1,2,12,6717,5313,5276,5321,3117,3531,1427,1847,481.9,707.1,76.49,142.1,1.144,2.599
1,2,13,6811,5495,5341,5523,3157,3664,1447,1914,489.9,731.1,77.93,146.7,1.167,2.686
2,1,9,5865,2869,4685,2896,2740,1897,1218,1002,395.3,419.4,59.71,86.11,0.8487,1.454
2,1,10,6002,3039,4794,3051,2804,2004,1246,1057,404.8,442.5,61.2,90.45,0.8704,1.52
2,1,11,6116,3193,4886,3193,2858,2101,1271,1108,412.8,463.4,62.48,94.44,0.8891,1.581
2,1,12,6214,3332,4964,3323,2904,2190,1291,1153,419.7,482.4,63.58,98.11,0.9054,1.637
2,1,13,6298,3457,5032,3443,2944,2270,1309,1194,425.7,499.6,64.55,101.5,0.9198,1.689
2,2,9,5658,2123,4579,2179,2661,1381,1166,747.9,371.9,321.2,54.78,67.82,0.7663,1.119
2,2,10,5793,2236,4689,2290,2724,1452,1194,785.8,380.8,336.5,56.12,71.05,0.7855,1.169
2,2,11,5907,2338,4781,2391,2778,1517,1217,819.7,388.3,350.3,57.26,74,0.8018,1.216
2,2,12,6003,2431,4859,2484,2823,1576,1237,850,394.7,362.6,58.23,76.71,0.8159,1.259
2,2,13,6086,2516,4926,2569,2862,1630,1254,877.2,400.2,373.7,59.08,79.18,0.8281,1.3
3,1,9,6615,7370,4944,7199,2945,4881,1367,2622,474,1144,77.67,239.4,1.205,4.288
3,1,10,6762,7741,5049,7561,3009,5133,1398,2755,486.5,1207,80.18,252.9,1.246,4.518
3,1,11,6892,8076,5138,7888,3064,5360,1426,2874,497.8,1265,82.5,265.1,1.285,4.726
3,1,12,7008,8380,5217,8184,3113,5566,1450,2982,508.2,1316,84.67,276.2,1.321,4.917
3,1,13,7113,8656,5287,8454,3157,5754,1472,3080,517.9,1363,86.7,286.3,1.355,5.091
3,2,9,6838,7003,5078,6876,3040,4699,1435,2569,514.4,1108,87.67,230,1.358,4.094
3,2,10,7003,7301,5189,7165,3111,4903,1473,2684,530.8,1160,90.94,240.4,1.411,4.275
3,2,11,7148,7564,5285,7422,3173,5084,1507,2787,545.8,1206,93.9,249.6,1.458,4.436
3,2,12,7279,7799,5370,7652,3229,5245,1538,2879,559.5,1248,96.6,257.8,1.502,4.581
3,2,13,7399,8009,5447,7858,3280,5391,1567,2962,572,1287,99.07,265.2,1.542,4.71
4,1,9,6190,4029,4855,4098,2878,2683,1303,1430,434.5,583,68.36,124,0.9977,2.166
4,1,10,6332,4281,4964,4358,2944,2851,1334,1520,445.2,618.2,70.24,131,1.026,2.288
4,1,11,6453,4507,5055,4592,2999,3001,1360,1600,454.4,649.9,71.9,137.4,1.051,2.4
4,1,12,6557,4707,5134,4802,3046,3135,1382,1672,462.5,678.4,73.39,143.1,1.074,2.5
4,1,13,6648,4887,5202,4989,3088,3255,1402,1736,469.7,703.8,74.76,148.3,1.095,2.592
4,2,9,5838,2997,4690,2878,2747,1953,1219,1066,395.9,435.2,59.96,90.45,0.8501,1.543
4,2,10,5976,3179,4801,3052,2812,2076,1249,1132,405.8,460,61.55,95.15,0.8735,1.621
4,2,11,6092,3342,4893,3209,2867,2186,1274,1192,414.2,482.4,62.93,99.46,0.8939,1.692
4,2,12,6191,3487,4972,3352,2914,2285,1295,1245,421.5,502.7,64.15,103.4,0.9122,1.757
4,2,13,6277,3618,5041,3481,2954,2374,1314,1293,428,521,65.25,107,0.9288,1.817
5,1,9,6621,5602,5073,5677,3014,3751,1383,1964,473.8,794.5,76.3,163.1,1.155,2.889
5,1,10,6770,5919,5176,5984,3076,3957,1414,2072,486.1,837.6,78.55,171.2,1.191,3.026
5,1,11,6900,6204,5263,6262,3130,4143,1442,2170,497.1,876.6,80.59,178.6,1.223,3.151
5,1,12,7016,6461,5338,6512,3177,4311,1466,2258,507,911.7,82.46,185.3,1.253,3.264
5,1,13,7120,6693,5405,6738,3219,4463,1488,2338,516.1,943.4,84.19,191.3,1.28,3.366
5,2,9,6318,4866,4918,4650,2914,3068,1327,1650,450.1,708.3,71.47,147.9,1.044,2.545
5,2,10,6464,5184,5028,4923,2980,3252,1358,1750,461.4,752,73.42,157,1.074,2.7
5,2,11,6587,5469,5120,5169,3036,3418,1384,1840,471.2,791,75.14,165.2,1.1,2.84
5,2,12,6693,5723,5199,5391,3084,3568,1407,1921,479.8,825.8,76.66,172.5,1.123,2.966
5,2,13,6786,5952,5268,5592,3126,3703,1427,1995,487.4,857.1,78.02,179.1,1.143,3.08
6,1,9,5706,1558,4527,1990,2633,1222,1162,611,373.2,245.3,55.55,53.85,0.7762,0.9279
6,1,10,5843,1644,4636,2065,2696,1273,1190,638.6,382.1,256.4,56.9,56.08,0.7952,0.9653
6,1,11,5958,1722,4727,2132,2749,1320,1213,663.6,389.6,266.4,58.02,58.12,0.8111,0.9999
6,1,12,6055,1794,4804,2193,2794,1362,1233,686.2,396,275.4,58.98,59.99,0.8246,1.032
6,1,13,6139,1859,4870,2249,2833,1401,1250,706.7,401.5,283.7,59.81,61.72,0.8363,1.061
6,2,9,5681,1334,4514,1805,2625,1093,1159,532.7,372.2,212.8,55.12,47.05,0.7641,0.809
6,2,10,5820,1403,4624,1870,2689,1136,1187,555.7,381.3,222.1,56.47,49.06,0.783,0.841
6,2,11,5936,1467,4717,1928,2743,1175,1211,576.4,389,230.6,57.61,50.93,0.7988,0.8708
6,2,12,6034,1526,4795,1981,2789,1210,1231,595.1,395.5,238.4,58.57,52.66,0.8123,0.8986
6,2,13,6119,1579,4863,2030,2828,1242,1248,612.2,401.1,245.4,59.4,54.27,0.824,0.9243
7,1,9,6542,7473,5180,7133,3172,4825,1511,2573,524.6,1079,84.6,233.9,1.276,4.304
7,1,10,6682,7886,5310,7532,3257,5103,1554,2719,540.6,1141,87.31,247.5,1.315,4.541
7,1,11,6803,8256,5424,7891,3333,5350,1593,2849,555.2,1196,89.77,259.7,1.351,4.752
7,1,12,6909,8589,5527,8214,3402,5571,1629,2965,568.7,1244,92.04,270.7,1.384,4.943
7,1,13,7004,8889,5620,8505,3464,5769,1662,3069,581.2,1288,94.15,280.5,1.415,5.116
7,2,9,6537,7023,5092,6794,3088,4592,1444,2447,498.8,1016,80.23,216,1.227,3.963
7,2,10,6673,7387,5209,7153,3162,4844,1478,2583,511.3,1073,82.44,228.2,1.262,4.173
7,2,11,6789,7716,5312,7477,3226,5071,1508,2704,522.3,1124,84.42,239.1,1.293,4.36
7,2,12,6891,8012,5403,7770,3284,5276,1535,2812,532.2,1169,86.22,249,1.322,4.528
7,2,13,6981,8279,5485,8034,3335,5460,1559,2910,541.1,1210,87.88,257.8,1.349,4.68
8,1,9,6153,4014,4861,3881,2855,2588,1285,1359,423.5,549.2,65.17,111.9,0.9482,1.994
8,1,10,6287,4314,4965,4156,2916,2777,1313,1460,433.3,588.9,66.79,119.7,0.9726,2.132
8,1,11,6400,4582,5052,4403,2968,2947,1337,1550,441.8,624.6,68.2,126.8,0.9939,2.257
8,1,12,6496,4820,5127,4625,3013,3099,1358,1631,449.2,656.8,69.44,133.2,1.013,2.37
8,1,13,6580,5033,5192,4825,3052,3235,1376,1704,455.7,685.7,70.57,139,1.03,2.472
8,2,9,5935,2995,4711,2967,2766,2000,1237,1073,403.3,423.1,61.4,86.77,0.8724,1.487
8,2,10,6074,3218,4820,3173,2830,2143,1266,1150,413.3,453.1,63.02,92.52,0.8964,1.586
8,2,11,6191,3415,4912,3358,2885,2271,1291,1220,421.8,480.2,64.42,97.76,0.9172,1.677
8,2,12,6291,3591,4990,3525,2931,2386,1312,1282,429.2,504.5,65.65,102.5,0.9357,1.759
8,2,13,6377,3749,5058,3675,2972,2488,1331,1337,435.7,526.4,66.74,106.8,0.9523,1.833
9,1,9,6356,6039,4894,5835,2894,4021,1311,2244,442.3,954.3,71.35,198.9,1.11,3.659
9,1,10,6486,6355,4992,6134,2953,4235,1338,2371,452.7,1008,73.53,209.6,1.147,3.856
9,1,11,6597,6641,5075,6406,3003,4430,1361,2487,461.8,1057,75.56,219.2,1.182,4.034
9,1,12,6694,6901,5147,6654,3046,4607,1382,2591,470.1,1101,77.48,227.9,1.215,4.195
9,1,13,6781,7138,5211,6880,3085,4768,1400,2686,477.7,1141,79.3,235.7,1.245,4.34
9,2,9,6407,5314,5026,5299,2968,3605,1343,1988,454.4,844.4,73.93,177.5,1.135,3.205
9,2,10,6544,5561,5126,5549,3028,3782,1372,2091,465.2,887.2,76.13,186,1.173,3.362
9,2,11,6661,5783,5210,5773,3079,3941,1396,2184,474.8,926,78.13,193.5,1.208,3.503
9,2,12,6765,5982,5283,5975,3123,4085,1418,2270,483.3,961.2,79.98,200.4,1.24,3.632
9,2,13,6857,6162,5346,6158,3162,4216,1436,2348,491.1,993.3,81.69,206.5,1.271,3.748
10,1,9,6070,3968,4784,3904,2809,2560,1261,1359,417.1,549.6,64.36,109.5,0.9307,2.007
10,1,10,6205,4246,4890,4164,2872,2731,1289,1447,426.9,583,65.97,115.4,0.9544,2.134
10,1,11,6319,4494,4978,4399,2924,2885,1313,1527,435.2,613.8,67.36,121,0.9748,2.25
10,1,12,6417,4714,5054,4611,2969,3025,1334,1600,442.5,641.9,68.57,126.2,0.9928,2.355
10,1,13,6501,4911,5120,4802,3008,3150,1352,1665,448.8,667.3,69.65,131,1.009,2.45
10,2,9,5743,2785,4636,2602,2697,1693,1187,932.2,380.4,396.8,57.11,84.79,0.8071,1.419
10,2,10,5878,2961,4744,2744,2760,1785,1215,982.3,389.6,416.9,58.57,88.81,0.8283,1.486
10,2,11,5991,3121,4835,2875,2813,1869,1238,1029,397.3,435.6,59.81,92.58,0.8466,1.549
10,2,12,6087,3266,4912,2996,2858,1947,1258,1071,404,453,60.89,96.13,0.8626,1.608
10,2,13,6170,3398,4978,3107,2897,2018,1275,1111,409.7,469.2,61.84,99.44,0.8769,1.663
11,1,9,6461,6761,4915,6428,2922,4320,1341,2405,453.5,1037,72.86,216.7,1.12,3.899
11,1,10,6600,7114,5017,6743,2985,4536,1369,2535,464,1095,74.93,228.8,1.154,4.111
11,1,11,6722,7429,5105,7024,3038,4728,1394,2650,473.2,1147,76.83,239.6,1.186,4.3
11,1,12,6829,7709,5181,7275,3085,4899,1416,2752,481.5,1194,78.59,249.2,1.216,4.469
11,1,13,6926,7961,5249,7501,3127,5052,1436,2844,489,1235,80.25,257.8,1.243,4.622
11,2,9,6571,6753,4999,6642,2962,4523,1362,2464,472.4,1051,78.57,221.3,1.223,3.949
11,2,10,6725,7065,5101,6953,3023,4739,1393,2584,485.5,1104,81.3,232.6,1.268,4.149
11,2,11,6861,7338,5188,7226,3075,4929,1420,2690,497.3,1150,83.78,242.5,1.309,4.325
11,2,12,6983,7579,5265,7466,3121,5096,1443,2782,508.1,1191,86.05,251.2,1.347,4.481
11,2,13,7095,7792,5332,7680,3162,5244,1464,2864,518.1,1228,88.13,258.9,1.382,4.62
12,1,9,6201,3827,4834,3945,2853,2601,1289,1385,429.7,577.6,67.16,117.9,0.9748,2.003
12,1,10,6337,4054,4939,4172,2915,2743,1317,1453,439.5,602.3,68.77,122.5,0.9992,2.087
12,1,11,6451,4264,5027,4383,2968,2875,1341,1516,447.8,625.2,70.15,126.7,1.02,2.164
12,1,12,6549,4457,5103,4578,3013,2997,1362,1574,455,646.5,71.36,130.6,1.039,2.236
12,1,13,6634,4633,5168,4756,3052,3110,1380,1629,461.2,666.2,72.42,134.2,1.056,2.303
12,2,9,5918,2754,4622,3061,2704,2031,1209,1089,398.1,458.4,61.4,95.18,0.8754,1.551
12,2,10,6056,2889,4729,3212,2767,2129,1237,1136,407.6,476.8,62.93,98.74,0.8976,1.611
12,2,11,6172,3015,4819,3354,2820,2221,1261,1179,415.6,493.5,64.23,102,0.9165,1.666
12,2,12,6270,3131,4895,3487,2865,2306,1281,1218,422.5,508.8,65.36,104.9,0.933,1.716
12,2,13,6355,3238,4961,3610,2903,2386,1299,1255,428.4,522.8,66.36,107.6,0.9475,1.763
13,1,9,6336,4543,4950,4519,2914,2944,1317,1518,441.7,622.8,69.8,133.6,1.045,2.431
13,1,10,6472,4788,5049,4775,2974,3107,1345,1599,452.1,654.8,71.63,140.2,1.074,2.552
13,1,11,6588,5006,5133,5006,3024,3253,1369,1672,461.2,683.3,73.26,146.2,1.1,2.661
13,1,12,6690,5200,5204,5215,3068,3384,1390,1737,469.4,708.8,74.74,151.6,1.123,2.759
13,1,13,6780,5374,5267,5404,3106,3503,1408,1796,476.8,731.6,76.09,156.5,1.144,2.847
13,2,9,6212,3643,4886,3773,2891,2475,1318,1267,441.7,516.5,69.07,110.4,1.009,1.888
13,2,10,6356,3894,4999,4018,2959,2641,1350,1350,452.9,549,70.98,117.4,1.039,2.007
13,2,11,6477,4117,5096,4239,3018,2789,1377,1425,462.7,578.4,72.66,123.7,1.065,2.115
13,2,12,6582,4317,5179,4439,3068,2922,1401,1492,471.3,605,74.16,129.5,1.089,2.213
13,2,13,6673,4494,5251,4619,3113,3042,1422,1552,478.9,628.8,75.52,134.7,1.111,2.301
14,1,9,5873,2842,4644,2967,2721,1957,1211,1035,396,424.2,60.59,87.48,0.8651,1.551
14,1,10,6012,3001,4752,3125,2785,2065,1240,1094,405.9,446.4,62.22,91.73,0.8887,1.629
14,1,11,6129,3146,4843,3270,2839,2165,1264,1148,414.3,466.7,63.65,95.69,0.9093,1.701
14,1,12,6230,3278,4920,3405,2884,2257,1285,1198,421.6,485.5,64.9,99.38,0.9274,1.768
14,1,13,6317,3399,4987,3530,2924,2341,1303,1244,428,502.8,66.03,102.8,0.9438,1.831
14,2,9,5771,2392,4589,2634,2677,1699,1185,877.5,383.5,358.5,57.8,75.91,0.8197,1.33
14,2,10,5909,2522,4699,2769,2742,1789,1214,925.5,392.8,376.3,59.27,79.29,0.8411,1.388
14,2,11,6025,2641,4791,2894,2796,1872,1238,969.3,400.8,392.6,60.52,82.38,0.8594,1.441
14,2,12,6125,2749,4870,3009,2841,1947,1258,1009,407.5,407.5,61.6,85.21,0.8753,1.49
14,2,13,6210,2848,4937,3114,2881,2016,1276,1046,413.4,421.3,62.55,87.81,0.8894,1.534
15,1,9,6316,6275,4933,6111,2966,4132,1373,2243,467.2,949.3,73.94,205.2,1.127,3.688
15,1,10,6445,6658,5041,6481,3032,4393,1404,2390,478.2,1012,75.91,218.8,1.159,3.922
15,1,11,6554,7004,5135,6815,3090,4628,1431,2523,487.9,1069,77.7,231,1.189,4.132
15,1,12,6649,7316,5217,7116,3141,4839,1455,2641,496.6,1119,79.36,241.9,1.217,4.32
15,1,13,6734,7598,5291,7388,3187,5028,1477,2747,504.4,1164,80.91,251.6,1.243,4.49
15,2,9,6271,6451,4930,6098,2944,4152,1343,2303,453.9,1006,72.57,211.2,1.122,3.875
15,2,10,6397,6800,5037,6415,3009,4377,1373,2437,464.7,1067,74.73,223.8,1.16,4.102
15,2,11,6505,7115,5129,6700,3066,4580,1399,2556,474.3,1122,76.77,235.2,1.197,4.308
15,2,12,6599,7399,5211,6958,3116,4763,1422,2664,483.1,1171,78.72,245.5,1.233,4.493
15,2,13,6682,7656,5283,7191,3161,4927,1442,2761,491.1,1215,80.6,254.7,1.267,4.66
16,1,9,6257,3738,4921,3761,2892,2390,1309,1223,436.5,490,67.74,97.84,1.001,1.845
16,1,10,6388,3962,5019,3985,2950,2531,1337,1294,446.8,518.3,69.52,103,1.029,1.947
16,1,11,6499,4161,5101,4185,3000,2657,1361,1358,455.7,543.6,71.1,107.6,1.054,2.039
16,1,12,6595,4337,5172,4364,3042,2769,1382,1415,463.7,566.2,72.55,111.8,1.077,2.123
16,1,13,6679,4494,5232,4522,3080,2869,1401,1465,471,586.4,73.89,115.7,1.099,2.197
16,2,9,6066,2865,4788,2935,2819,1880,1273,973.6,421.2,403.4,64.73,84.48,0.9276,1.434
16,2,10,6206,3048,4896,3097,2883,1986,1303,1030,431.6,427.1,66.43,89.19,0.9526,1.514
16,2,11,6324,3210,4986,3244,2938,2081,1328,1080,440.5,448.4,67.91,93.46,0.9743,1.587
16,2,12,6426,3355,5063,3375,2984,2166,1350,1126,448.2,467.7,69.22,97.32,0.9935,1.652
16,2,13,6514,3485,5130,3493,3025,2243,1369,1166,455.1,485.1,70.38,100.8,1.011,1.712
17,1,9,6444,5383,4977,5377,2939,3635,1336,1931,451,807.6,73.04,166.5,1.107,2.958
17,1,10,6579,5665,5075,5658,2998,3825,1364,2036,461.8,851.3,75.32,175.6,1.143,3.116
17,1,11,6696,5918,5159,5912,3049,3995,1389,2129,471.4,890.1,77.42,183.8,1.176,3.259
17,1,12,6799,6146,5230,6141,3093,4147,1410,2213,480.1,924.8,79.39,191.1,1.207,3.389
17,1,13,6891,6352,5293,6350,3131,4284,1429,2290,488.1,956,81.23,197.7,1.236,3.506
17,2,9,6232,4939,4976,4642,2930,3103,1321,1673,441.4,707.9,70.32,151.4,1.041,2.671
17,2,10,6372,5207,5080,4889,2994,3273,1351,1766,453.1,749.3,72.55,160.5,1.074,2.834
17,2,11,6493,5450,5169,5115,3048,3427,1378,1849,463.6,787.2,74.6,168.8,1.105,2.983
17,2,12,6598,5671,5245,5322,3095,3568,1401,1925,473.1,822,76.49,176.4,1.133,3.12
17,2,13,6691,5872,5312,5513,3137,3698,1422,1995,481.8,853.8,78.25,183.4,1.16,3.245
18,1,9,5859,2397,4654,2582,2719,1625,1214,826.8,396.4,356.7,60.12,76.92,0.8564,1.319
18,1,10,5997,2544,4763,2707,2783,1706,1243,867.9,406.3,376,61.7,80.9,0.8798,1.39
18,1,11,6113,2678,4853,2820,2837,1778,1268,905.5,414.8,394,63.07,84.62,0.9001,1.457
18,1,12,6212,2800,4931,2924,2882,1844,1289,939.8,422.1,410.5,64.27,88.06,0.9181,1.52
18,1,13,6298,2912,4997,3019,2922,1904,1307,971.3,428.7,425.8,65.34,91.24,0.9342,1.579
18,2,9,5688,1728,4545,2098,2643,1295,1160,648.2,372.5,268.4,55.58,57.96,0.7802,0.9958
18,2,10,5824,1822,4654,2196,2706,1358,1188,679.7,381.4,281.7,56.95,60.5,0.7999,1.034
18,2,11,5939,1909,4745,2284,2759,1414,1211,708.3,388.9,294.1,58.12,62.89,0.8167,1.07
18,2,12,6036,1989,4822,2365,2804,1466,1231,734.3,395.3,305.5,59.11,65.13,0.8312,1.103
18,2,13,6119,2062,4889,2439,2843,1513,1248,758,400.8,316.1,59.98,67.23,0.8439,1.134
19,1,9,6626,6236,5093,6112,3033,4111,1396,2227,480.1,924,77.88,189.1,1.204,3.466
19,1,10,6770,6540,5201,6413,3102,4313,1431,2344,494,971.8,80.53,198.3,1.247,3.633
19,1,11,6896,6814,5296,6684,3163,4494,1463,2449,506.8,1015,83,206.6,1.286,3.783
19,1,12,7008,7061,5381,6929,3219,4657,1493,2544,518.8,1054,85.32,214.1,1.323,3.92
19,1,13,7109,7286,5458,7151,3271,4804,1521,2630,530.2,1089,87.49,220.9,1.357,4.043
19,2,9,6642,5677,5107,5699,3041,3869,1406,2107,487,897.4,80.67,186.4,1.231,3.261
19,2,10,6788,5964,5211,5981,3105,4061,1438,2212,500.5,942.2,83.34,195.7,1.273,3.414
19,2,11,6914,6223,5299,6235,3160,4233,1466,2307,512.6,982,85.79,204,1.312,3.549
19,2,12,7025,6459,5376,6466,3207,4389,1491,2391,523.8,1017,88.03,211.4,1.347,3.67
19,2,13,7123,6674,5444,6675,3249,4529,1513,2467,534.1,1049,90.11,218.1,1.38,3.778
20,1,9,6176,3408,4806,3743,2840,2429,1291,1289,433.5,533.8,67.62,104.2,0.9717,1.72
20,1,10,6327,3622,4915,3961,2905,2570,1323,1365,445.8,564.9,69.76,109.4,1.004,1.805
20,1,11,6456,3814,5006,4158,2961,2699,1351,1434,456.7,593.2,71.69,114.1,1.033,1.883
20,1,12,6568,3988,5084,4337,3008,2815,1375,1496,466.5,618.8,73.45,118.5,1.06,1.954
20,1,13,6668,4144,5152,4499,3050,2922,1396,1553,475.4,642.2,75.07,122.5,1.084,2.02
20,2,9,5826,2494,4596,2905,2679,1889,1192,997.9,387.4,411,58.88,83.3,0.8356,1.375
20,2,10,5965,2636,4704,3059,2742,1991,1220,1052,396.8,432.3,60.39,87.09,0.8579,1.439
20,2,11,6082,2765,4795,3199,2795,2082,1243,1101,404.7,451.6,61.69,90.49,0.8773,1.497
20,2,12,6181,2882,4872,3325,2839,2165,1263,1146,411.4,469.1,62.81,93.57,0.8943,1.55
20,2,13,6267,2988,4938,3440,2878,2240,1281,1187,417.3,485.1,63.81,96.36,0.9095,1.598
21,1,9,6410,4973,5038,4985,2981,3426,1350,1893,454.1,817.8,72.26,170.5,1.097,3.052
21,1,10,6543,5231,5137,5237,3041,3608,1379,1996,465.1,862.9,74.38,180,1.131,3.22
21,1,11,6658,5461,5221,5461,3092,3768,1403,2087,474.9,902.6,76.3,188.5,1.163,3.369
21,1,12,6758,5665,5293,5660,3136,3910,1425,2167,483.7,937.9,78.05,196.2,1.192,3.504
21,1,13,6848,5849,5356,5838,3175,4038,1444,2239,491.8,969.4,79.67,203.1,1.218,3.625
21,2,9,6096,4278,4968,3950,2919,2608,1302,1404,426.8,600.5,65.75,132.5,0.9624,2.405
21,2,10,6231,4536,5075,4179,2983,2762,1332,1487,437.1,635.7,67.53,140,0.9895,2.541
21,2,11,6346,4766,5166,4383,3038,2898,1357,1560,446,667.4,69.09,146.8,1.014,2.663
21,2,12,6445,4971,5243,4565,3085,3020,1379,1625,453.8,695.7,70.49,152.8,1.035,2.771
21,2,13,6532,5155,5311,4728,3126,3130,1398,1684,460.8,721.2,71.74,158.1,1.055,2.867
22,1,9,5717,1948,4549,2158,2647,1364,1169,734.6,375.1,312.6,55.72,63.93,0.7803,1.101
22,1,10,5853,2052,4657,2252,2709,1431,1197,775.3,384,330.4,57.06,67,0.7992,1.155
22,1,11,5966,2147,4747,2337,2762,1492,1220,812.5,391.4,346.7,58.18,69.83,0.8151,1.206
22,1,12,6062,2235,4824,2416,2806,1548,1239,846.4,397.7,361.5,59.13,72.44,0.8287,1.252
22,1,13,6145,2315,4889,2488,2844,1600,1256,877.4,403.1,375.1,59.95,74.84,0.8405,1.296
22,2,9,5662,1507,4497,1809,2615,1094,1156,560.3,369.6,230.7,54.75,50.27,0.7604,0.8751
22,2,10,5799,1585,4606,1877,2678,1139,1184,586.6,378.6,241.8,56.09,52.58,0.7792,0.9159
22,2,11,5914,1657,4697,1937,2731,1179,1207,610,386.1,251.8,57.2,54.67,0.7949,0.9531
22,2,12,6011,1722,4774,1991,2776,1215,1227,631,392.4,260.7,58.15,56.55,0.8083,0.987
22,2,13,6095,1782,4841,2039,2815,1247,1244,649.9,397.9,268.8,58.97,58.26,0.8198,1.018
23,1,9,6255,5527,4942,5321,3000,3517,1412,1849,483.8,768.1,76.61,179.2,1.155,3.547
23,1,10,6380,5750,5056,5531,3072,3675,1446,1939,495.8,805.8,78.55,187.2,1.183,3.699
23,1,11,6485,5952,5157,5722,3135,3818,1477,2021,506.5,840,80.28,194.6,1.208,3.838
23,1,12,6577,6136,5246,5896,3192,3949,1505,2095,516.3,870.9,81.87,201.4,1.231,3.966
23,1,13,6658,6304,5327,6055,3244,4068,1531,2162,525.2,899,83.33,207.7,1.251,4.083
23,2,9,6281,5801,5025,5561,3048,3713,1423,1964,486.3,810.1,76.71,185.6,1.162,3.623
23,2,10,6412,6065,5144,5809,3123,3890,1458,2064,498.5,853,78.7,195,1.192,3.793
23,2,11,6525,6302,5250,6032,3191,4049,1490,2155,509.3,891.9,80.47,203.6,1.219,3.948
23,2,12,6623,6517,5345,6234,3252,4192,1518,2237,519.1,927.3,82.08,211.5,1.244,4.09
23,2,13,6711,6712,5431,6417,3308,4322,1545,2311,528,959.6,83.54,218.7,1.266,4.218
24,1,9,6259,4462,4952,4191,2924,2770,1325,1428,442.4,589.2,69.36,128.7,1.031,2.386
24,1,10,6394,4754,5056,4421,2987,2925,1355,1508,452.9,622.4,71.19,136.1,1.059,2.52
24,1,11,6509,5020,5143,4628,3040,3065,1380,1580,462,652.2,72.79,142.8,1.084,2.641
24,1,12,6609,5262,5218,4814,3085,3191,1402,1645,470,679,74.23,148.9,1.107,2.752
24,1,13,6696,5482,5283,4982,3125,3306,1421,1704,477.2,703.1,75.52,154.5,1.128,2.852
24,2,9,5901,3190,4749,2940,2784,1966,1239,1072,405,447.1,62.09,93.07,0.8956,1.624
24,2,10,6040,3395,4857,3103,2848,2087,1269,1137,415.5,473.7,63.87,97.75,0.9225,1.703
24,2,11,6158,3582,4948,3253,2903,2198,1294,1198,424.6,498.3,65.44,102.1,0.9465,1.776
24,2,12,6260,3753,5025,3389,2949,2300,1316,1253,432.6,521,66.85,106,0.9683,1.843
24,2,13,6348,3908,5092,3515,2989,2393,1336,1303,439.8,541.7,68.14,109.7,0.9883,1.904
25,1,9,6662,6008,5015,6002,2987,4161,1385,2312,484.6,1002,79.97,210,1.223,3.757
25,1,10,6809,6322,5115,6310,3048,4386,1417,2442,497.7,1059,82.51,221.7,1.264,3.963
25,1,11,6937,6611,5200,6595,3102,4591,1444,2560,509.6,1111,84.82,232.3,1.302,4.15
25,1,12,7050,6878,5274,6857,3148,4778,1469,2666,520.4,1157,86.93,241.8,1.337,4.318
25,1,13,7153,7123,5339,7097,3189,4949,1491,2763,530.4,1200,88.88,250.4,1.369,4.469
25,2,9,6399,5983,5032,5417,2971,3782,1351,2110,463.9,913.2,76.11,189,1.146,3.284
25,2,10,6534,6317,5134,5677,3032,3972,1380,2223,475,962.2,78.19,199,1.179,3.459
25,2,11,6649,6623,5220,5914,3084,4147,1405,2325,484.8,1007,80.04,208.1,1.208,3.619
25,2,12,6748,6902,5293,6132,3128,4307,1427,2420,493.4,1048,81.71,216.3,1.234,3.765
25,2,13,6835,7157,5358,6333,3168,4454,1446,2506,501.3,1086,83.23,223.9,1.258,3.897
26,1,9,6052,3615,4798,3515,2835,2323,1278,1236,423.9,495.6,65.91,104.3,0.96,1.943
26,1,10,6196,3836,4909,3721,2901,2469,1309,1314,434.7,522.5,67.71,109.4,0.9877,2.041
26,1,11,6319,4038,5002,3912,2957,2603,1335,1386,443.9,547.4,69.27,114.1,1.012,2.131
26,1,12,6424,4223,5082,4088,3005,2725,1358,1451,451.9,570.4,70.65,118.4,1.034,2.214
26,1,13,6516,4390,5151,4248,3047,2836,1378,1511,459,591.4,71.89,122.4,1.053,2.29
26,2,9,5792,3152,4626,3136,2699,2058,1196,1085,388.8,441.2,59.54,93.06,0.8548,1.606
26,2,10,5933,3352,4737,3323,2764,2188,1225,1152,398.7,465,61.17,97.36,0.8792,1.673
