Run,Turbine,Seed,meanU,Ti,alpha,HFlowAng,distBetweenWTG
241,1,1,13.2192183,14.8970003,0.165,-0.254,5
241,2,1,11.3914537,16.7250099,0.165,-0.254,5
242,1,1,7.0119801,24.2619991,0.037,1.682,5
242,2,1,5.7388153,25.5629597,0.037,1.682,5
243,1,1,15.1743488,13.618,0.106,0.524,5
243,2,1,13.6909389,15.1286182,0.106,0.524,5
244,1,1,8.1197662,19.6730003,0.091,-1.249,5
244,2,1,6.4528255,22.5057755,0.091,-1.249,5
245,1,1,10.2264719,16.6730003,0.286,-1.006,5
245,2,1,8.2708626,19.297842,0.286,-1.006,5
246,1,1,5.6824698,19.7730007,-0.1,2.231,5
246,2,1,4.5197644,22.3619251,-0.1,2.231,5
247,1,1,17.7373791,14.6230001,0.173,-0.556,5
247,2,1,16.7336216,15.131813,0.173,-0.556,5
248,1,1,9.8932972,18.8649998,0.087,-1.58,5
248,2,1,7.834352,21.5211315,0.087,-1.58,5
249,1,1,12.1095848,16.9389992,0.106,-1.041,5
249,2,1,10.1496906,18.7943878,0.106,-1.041,5
250,1,1,5.7470236,24.0650005,0.266,-5.662,5
250,2,1,4.7888212,25.1574974,0.266,-5.662,5
251,1,1,13.8797264,17.809,0.231,-2.638,5
251,2,1,12.2543716,18.7002907,0.231,-2.638,5
252,1,1,7.3033552,23.0230007,0.2,0.338,5
252,2,1,5.8843837,25.0602646,0.2,0.338,5
253,1,1,11.4191952,18.3120003,0.075,-0.422,5
253,2,1,9.2509565,20.4442844,0.075,-0.422,5
254,1,1,4.7280664,29.3260002,0.034,-4.434,5
254,2,1,4.0081077,33.4778748,0.034,-4.434,5
255,1,1,20.533926,13.5509996,0.09,0.758,5
255,2,1,19.7432079,14.1749964,0.09,0.758,5
256,1,1,8.6427193,15.4870005,0.156,-2.602,5
256,2,1,6.8221641,18.678854,0.156,-2.602,5
257,1,1,12.9716616,16.8290005,0.044,0.573,5
257,2,1,11.1716862,18.263485,0.044,0.573,5
258,1,1,6.7948112,17.0060005,0.075,-2.874,5
258,2,1,5.4261575,19.7458744,0.075,-2.874,5
259,1,1,16.2121067,18.3220005,0.129,-1.366,5
259,2,1,15.1937866,17.8542461,0.129,-1.366,5
260,1,1,8.5862226,19.1049995,0.066,-0.925,5
260,2,1,6.8328424,22.0557175,0.066,-0.925,5
261,1,1,10.6177597,16.5799999,0.188,-1.571,5
261,2,1,8.4158249,19.5886478,0.188,-1.571,5
262,1,1,4.9249825,25.9899998,0.052,-1.095,5
262,2,1,4.095427,31.846384,0.052,-1.095,5
263,1,1,17.0300903,15.8839998,0.112,-0.888,5
263,2,1,15.9968157,16.1050739,0.112,-0.888,5
264,1,1,9.3016586,17.2740002,0.238,0.457,5
264,2,1,7.307291,20.3892345,0.238,0.457,5
265,1,1,12.4733934,16.8939991,0.038,-0.829,5
265,2,1,10.4726229,18.7196159,0.038,-0.829,5
266,1,1,6.3643622,20.802,0.143,-2.496,5
266,2,1,5.0961552,23.2108116,0.143,-2.496,5
267,1,1,14.6432562,15.2580004,0.174,-0.003,5
267,2,1,13.0881357,16.3072109,0.174,-0.003,5
268,1,1,7.8112016,16.8700008,0.077,-1.14,5
268,2,1,6.1023335,20.0841999,0.077,-1.14,5
269,1,1,10.9948959,18.2970009,0.138,0.256,5
269,2,1,8.8512259,20.7682343,0.138,0.256,5
270,1,1,4.1153927,18.9230003,-0.169,2.822,5
270,2,1,3.3061733,21.7211037,-0.169,2.822,5
271,1,1,19.7969723,17.3649998,0.201,-1.455,5
271,2,1,19.1014194,16.6291504,0.201,-1.455,5
272,1,1,9.161005,18.1149998,0.085,-2.189,5
272,2,1,7.2642288,20.820013,0.085,-2.189,5
273,1,1,13.252738,15.3970003,0.119,-1.443,5
273,2,1,11.3797998,17.2195473,0.119,-1.443,5
274,1,1,7.1840506,27.1779995,-0.211,-1.05,5
274,2,1,5.9246578,32.702446,-0.211,-1.05,5
275,1,1,14.6792593,15.5539999,0.227,0.683,5
275,2,1,13.2260418,16.5105572,0.227,0.683,5
276,1,1,8.1231394,19.6429996,-0.078,-1.043,5
276,2,1,6.4503999,22.5042095,-0.078,-1.043,5
277,1,1,10.4160461,16.0890007,0.138,0.557,5
277,2,1,8.2647171,19.1821423,0.138,0.557,5
278,1,1,5.5419207,25.8470001,0.073,-2.425,5
278,2,1,4.6485953,31.3404579,0.073,-2.425,5
279,1,1,18.4735222,14.9359999,0.207,-0.483,5
279,2,1,17.5347977,15.2760496,0.207,-0.483,5
280,1,1,9.7229013,19.5860004,0.176,0.288,5
280,2,1,7.6954536,22.6143303,0.176,0.288,5
281,1,1,11.8795586,21.8330002,0.221,-0.484,5
281,2,1,9.9250813,23.1447639,0.221,-0.484,5
282,1,1,5.6901512,24.0429993,0.191,-2.8,5
282,2,1,4.6636214,25.425663,0.191,-2.8,5
283,1,1,13.7763557,15.6400003,-0.023,0.444,5
283,2,1,12.1685486,16.8068695,-0.023,0.444,5
284,1,1,7.0473413,22.1030006,0.33,5.878,5
284,2,1,5.8789835,23.4331932,0.33,5.878,5
285,1,1,11.5344324,17.2199993,-0.01,-1.826,5
285,2,1,9.4169111,19.5779209,-0.01,-1.826,5
286,1,1,4.4281754,25.3139992,0.025,-9.226,5
286,2,1,3.8805571,24.8646011,0.025,-9.226,5
287,1,1,23.3938122,14.8389997,0.169,-1.181,5
287,2,1,22.8037548,14.7656965,0.169,-1.181,5
288,1,1,8.7516632,15.5089998,0.06,-4.349,5
288,2,1,6.9183116,18.7525043,0.06,-4.349,5
289,1,1,12.7278166,14.1599998,0.156,-1.296,5
289,2,1,10.6051874,16.7409248,0.156,-1.296,5
290,1,1,6.6193643,26.2169991,-0.026,4.528,5
290,2,1,5.562932,31.5029221,-0.026,4.528,5
291,1,1,15.8190708,16.4290009,0.197,0.291,5
291,2,1,14.6192436,16.7595634,0.197,0.291,5
292,1,1,8.1873169,19.5030003,0.139,-5.341,5
292,2,1,6.7011609,21.7879772,0.139,-5.341,5
293,1,1,10.7831001,14.7309999,0.125,1.876,5
293,2,1,8.4424257,18.2239895,0.125,1.876,5
294,1,1,5.1396346,16.9319992,0.338,-6.261,5
294,2,1,4.1630535,19.4302578,0.338,-6.261,5
295,1,1,16.8794594,14.6610003,0.152,0.36,5
295,2,1,15.7666931,15.2243748,0.152,0.36,5
296,1,1,9.471405,14.3520002,0.04,-0.879,5
296,2,1,7.2608843,18.530035,0.04,-0.879,5
297,1,1,12.4083071,15.448,0.164,1.21,5
297,2,1,10.3037415,17.7164116,0.164,1.21,5
298,1,1,6.1536908,25.0720005,0.095,-0.348,5
298,2,1,5.0884099,25.9943047,0.095,-0.348,5
299,1,1,14.2432785,17.4689999,0.143,-1.035,5
299,2,1,12.620039,18.2542248,0.143,-1.035,5
300,1,1,7.7067575,20.4150009,0.249,-0.027,5
300,2,1,6.1727033,22.9121532,0.249,-0.027,5
301,1,1,10.7682381,17.4529991,0.307,3.115,5
301,2,1,8.6403828,20.1021786,0.307,3.115,5
302,1,1,4.243782,23.7679996,0.017,-2.294,5
302,2,1,3.4479337,25.3942261,0.017,-2.294,5
303,1,1,18.4129601,14.3950005,0.149,-0.342,5
303,2,1,17.4370518,14.9473314,0.149,-0.342,5
304,1,1,9.3070412,21.8299999,0.157,-0.491,5
304,2,1,7.5849199,23.7265091,0.157,-0.491,5
305,1,1,13.0257015,19.9529991,0.234,0.176,5
305,2,1,11.2639465,20.9977684,0.234,0.176,5
306,1,1,7.0100126,23.0760002,0.114,0.503,5
306,2,1,5.6655374,24.881752,0.114,0.503,5
307,1,1,15.367445,11.7290001,0.151,-0.832,5
307,2,1,14.0349941,11.1585846,0.151,-0.832,5
308,1,1,8.1469383,18.7549992,0.254,-1.439,5
308,2,1,6.4736657,21.3883209,0.254,-1.439,5
309,1,1,10.3132839,22.8059998,0.245,-1.341,5
309,2,1,8.4214849,24.4626503,0.245,-1.341,5
310,1,1,5.6726851,26.9120007,-0.099,-1.485,5
310,2,1,4.6720839,32.7789192,-0.099,-1.485,5
311,1,1,17.4796715,15.1169996,0.13,1.928,5
311,2,1,16.504406,15.4502649,0.13,1.928,5
312,1,1,9.9919043,16.4880009,0.133,-0.078,5
312,2,1,7.822711,19.7663002,0.133,-0.078,5
313,1,1,12.0508232,16.7409992,0.048,-2.502,5
313,2,1,10.0280523,18.7867203,0.048,-2.502,5
314,1,1,5.9573007,21.8829994,0.139,-2.105,5
314,2,1,4.7832742,24.0896034,0.139,-2.105,5
315,1,1,13.9708023,15.3950005,0.033,-1.334,5
315,2,1,12.3887415,16.6060181,0.033,-1.334,5
316,1,1,7.4986033,22.0340004,0.16,-1.108,5
316,2,1,6.04285,24.1837444,0.16,-1.108,5
317,1,1,11.1796227,14.7209997,0.182,2.492,5
317,2,1,8.9445877,18.0117245,0.182,2.492,5
318,1,1,4.9635506,26.4029999,-0.164,-5.101,5
318,2,1,4.208663,31.2447548,-0.164,-5.101,5
319,1,1,21.6055107,13.9169998,0.183,1.648,5
319,2,1,20.9113197,14.3002672,0.183,1.648,5
320,1,1,8.8239985,21.0639992,0.04,-1.006,5
320,2,1,7.1164989,23.2844276,0.04,-1.006,5
321,1,1,12.7176027,16.3320007,0.223,0.052,5
321,2,1,10.6583509,18.3977757,0.223,0.052,5
322,1,1,6.7364178,23.3530006,0.143,-1.187,5
322,2,1,5.6854281,24.0942402,0.143,-1.187,5
323,1,1,16.1561871,14.8310003,0.115,-1.488,5
323,2,1,14.9718637,15.5245943,0.115,-1.488,5
324,1,1,8.328002,17.0499992,0.139,-2.082,5
324,2,1,6.6142058,20.0273094,0.139,-2.082,5
325,1,1,10.7427759,16.3850002,0.204,2.35,5
325,2,1,8.548315,19.2853622,0.204,2.35,5
326,1,1,5.0574551,24.7439995,0.376,-1.866,5
326,2,1,4.1805081,25.7098351,0.376,-1.866,5
327,1,1,17.1210899,16.5970001,0.12,0.655,5
327,2,1,15.9914923,16.7372475,0.12,0.655,5
328,1,1,9.2261887,19.1340008,0.283,0.591,5
328,2,1,7.2808189,21.9244041,0.283,0.591,5
329,1,1,12.5313148,19.2770004,0.227,0.578,5
329,2,1,10.6735153,20.6621761,0.227,0.578,5
330,1,1,6.1520958,23.2080002,0.055,-1.052,5
330,2,1,5.0350447,24.8125572,0.055,-1.052,5
331,1,1,14.6318254,16.3999996,0.169,-0.285,5
331,2,1,13.1072264,17.2784386,0.169,-0.285,5
332,1,1,8.0450506,22.9880009,-0.152,-2.226,5
332,2,1,6.6120286,24.3136349,-0.152,-2.226,5
333,1,1,11.0230999,15.4820004,0.248,-1.114,5
333,2,1,8.8618336,18.4389305,0.248,-1.114,5
334,1,1,3.9273252,30.2779999,0.222,-3.516,5
334,2,1,3.3187225,34.9214821,0.222,-3.516,5
335,1,1,20.0161514,14.3669996,0.158,0.076,5
335,2,1,19.2314072,14.7115917,0.158,0.076,5
336,1,1,9.1222525,16.9360008,0.093,-0.243,5
336,2,1,7.1285739,20.0951862,0.093,-0.243,5
337,1,1,13.5471067,17.8859997,0.245,0.192,5
337,2,1,11.9338055,18.5509357,0.245,0.192,5
338,1,1,7.1090803,19.3869991,0.07,-1.672,5
338,2,1,5.6089096,22.4305134,0.07,-1.672,5
339,1,1,15.0524368,16.2970009,0.189,-0.37,5
339,2,1,13.6347313,16.940918,0.189,-0.37,5
340,1,1,7.8519454,24.8379993,0.164,-1.501,5
340,2,1,6.4145951,26.2447491,0.164,-1.501,5
341,1,1,10.4486485,17.6060009,0.126,-1.728,5
341,2,1,8.4225826,20.0600758,0.126,-1.728,5
342,1,1,5.2058721,16.1609993,0.248,-3.797,5
342,2,1,4.0876403,19.6462631,0.248,-3.797,5
343,1,1,17.8865643,15.9619999,0.254,-1.227,5
343,2,1,16.9700108,16.0445976,0.254,-1.227,5
344,1,1,9.5777111,18.2870007,0.224,0.985,5
344,2,1,7.7021255,20.8134441,0.224,0.985,5
345,1,1,11.8537579,19.2380009,0.001,-1.744,5
345,2,1,9.8658409,21.1542568,0.001,-1.744,5
346,1,1,5.8884196,26.9860001,0.21,1.259,5
346,2,1,4.8723378,32.4407883,0.21,1.259,5
347,1,1,13.7879868,17.1149998,0.131,-0.59,5
347,2,1,12.2405348,17.9308548,0.131,-0.59,5
348,1,1,7.2465796,16.8889999,0.05,-4.686,5
348,2,1,5.7388849,19.9923916,0.05,-4.686,5
349,1,1,11.626236,16.9860001,0.163,-1.779,5
349,2,1,9.6335297,18.9901447,0.163,-1.779,5
350,1,1,4.6710796,19.0860004,0.146,0.439,5
350,2,1,3.7268548,21.8124828,0.146,0.439,5
351,1,1,22.7996292,13.9119997,0.129,-0.876,5
351,2,1,22.1688766,14.1567774,0.129,-0.876,5
352,1,1,8.7816763,19.3369999,0.221,2.084,5
352,2,1,7.0159411,22.2112598,0.221,2.084,5
353,1,1,12.5906372,18.2999992,0.19,0.868,5
353,2,1,10.5870886,19.8404579,0.19,0.868,5
354,1,1,6.7103868,18.8430004,-0.045,2.221,5
354,2,1,5.3210187,21.8396664,-0.045,2.221,5
355,1,1,15.61026,17.7770004,0.245,-0.096,5
355,2,1,14.2608299,17.8925209,0.245,-0.096,5
356,1,1,8.4164486,22.9080009,0.072,0.235,5
356,2,1,6.9687476,24.2420807,0.072,0.235,5
357,1,1,10.6831827,18.4890003,0.266,-1.278,5
357,2,1,8.6053667,20.9327717,0.266,-1.278,5
358,1,1,5.2100434,22.0450001,0.041,2.258,5
358,2,1,4.2159824,24.0861988,0.041,2.258,5
359,1,1,16.5584526,16.3939991,0.149,-1.892,5
359,2,1,15.4830914,16.513813,0.149,-1.892,5
360,1,1,9.7427464,20.1580009,0.025,-0.804,5
360,2,1,7.8635612,22.4388638,0.025,-0.804,5
361,1,1,12.1957674,18.2140007,0.147,-2.217,5
361,2,1,10.1550484,20.0121365,0.147,-2.217,5
362,1,1,6.1970196,23.8269997,0.018,-4.404,5
362,2,1,5.1152391,24.9716911,0.018,-4.404,5
363,1,1,14.1595392,17.9860001,0.236,-0.125,5
363,2,1,12.6006126,18.5029202,0.236,-0.125,5
364,1,1,7.535738,17.3540001,0.181,-1.608,5
364,2,1,5.8896799,20.5882263,0.181,-1.608,5
365,1,1,10.9223528,19.3889999,0.034,-0.741,5
365,2,1,8.8370657,21.8634663,0.034,-0.741,5
366,1,1,4.5339689,26.1149998,-0.238,-7.955,5
366,2,1,3.8823423,30.669735,-0.238,-7.955,5
367,1,1,19.3567715,15.8360004,0.119,0.499,5
367,2,1,18.52701,15.7906351,0.119,0.499,5
368,1,1,9.2450399,15.7410002,0.125,2.321,5
368,2,1,7.181952,19.261692,0.125,2.321,5
369,1,1,13.3207779,16.1590004,0.181,-0.04,5
369,2,1,11.439333,17.7689171,0.181,-0.04,5
370,1,1,6.8754697,22.0160007,-0.041,-2.431,5
370,2,1,5.5697837,24.0171127,-0.041,-2.431,5
371,1,1,15.3254375,16.7399998,0.113,-2.07,5
371,2,1,14.0510244,17.0971394,0.113,-2.07,5
372,1,1,8.0813837,19.882,0.135,-0.865,5
372,2,1,6.3909974,22.8896465,0.135,-0.865,5
373,1,1,10.2891445,17.7970009,0.148,1.966,5
373,2,1,8.1551638,20.5774269,0.148,1.966,5
374,1,1,5.5466309,28.0170002,0.479,-4.638,5
374,2,1,4.6765633,32.8520851,0.479,-4.638,5
375,1,1,17.7033253,17.0189991,0.165,-1.071,5
375,2,1,16.7506714,16.6717682,0.165,-1.071,5
376,1,1,9.8916721,18.625,0.178,-1.899,5
376,2,1,7.9352117,20.996788,0.178,-1.899,5
377,1,1,12.0998363,17.368,0.183,-1.649,5
377,2,1,10.0012846,19.4667892,0.183,-1.649,5
378,1,1,5.8076282,21.4330006,0.132,-3.139,5
378,2,1,4.6588244,23.8481236,0.132,-3.139,5
379,1,1,14.0690517,15.7220001,0.226,-0.52,5
379,2,1,12.4047451,16.9341145,0.226,-0.52,5
380,1,1,7.3539486,15.7150002,0.135,0.458,5
380,2,1,5.7189531,19.2411861,0.135,0.458,5
381,1,1,11.3471775,17.1410007,0.3,-1.302,5
381,2,1,9.1325645,19.7698402,0.3,-1.302,5
382,1,1,4.6161208,19.0709991,0.075,6.097,5
382,2,1,3.805577,20.9653664,0.075,6.097,5
383,1,1,20.6927853,14.9370003,0.241,-0.036,5
383,2,1,19.9771805,15.0133934,0.241,-0.036,5
384,1,1,8.6466579,20.6700001,0.009,-0.574,5
384,2,1,6.9113612,23.2995586,0.009,-0.574,5
385,1,1,12.9539328,15.5129995,0.157,1.017,5
385,2,1,11.0784454,17.3125534,0.157,1.017,5
386,1,1,6.8006501,22.9060001,-0.096,1.018,5
386,2,1,5.4574871,25.0279331,-0.096,1.018,5
387,1,1,16.0187931,15.8529997,0.176,-1.706,5
387,2,1,14.8720102,16.2635365,0.176,-1.706,5
388,1,1,8.4402618,22.4899998,0.259,-0.197,5
388,2,1,6.8021784,24.681076,0.259,-0.197,5
389,1,1,10.5346193,14.8000002,-0.013,1.325,5
389,2,1,8.3046322,18.1507721,-0.013,1.325,5
390,1,1,5.0586939,24.3570004,-0.199,-5.549,5
390,2,1,4.231111,24.989975,-0.199,-5.549,5
391,1,1,16.7527542,16.9060001,0.183,0.378,5
391,2,1,15.6028404,16.990202,0.183,0.378,5
392,1,1,9.368372,20.8689995,0.266,-1.813,5
392,2,1,7.5540433,23.1034832,0.266,-1.813,5
393,1,1,12.4527836,16.9799995,0.309,-0.236,5
393,2,1,10.4785519,18.77388,0.309,-0.236,5
394,1,1,6.3468475,22.7709999,0.264,-1.48,5
394,2,1,5.1751556,24.48382,0.264,-1.48,5
395,1,1,14.5911398,14.7950001,0.239,0.736,5
395,2,1,13.1288061,15.9476175,0.239,0.736,5
396,1,1,7.8411603,26.8770008,0.05,-0.936,5
396,2,1,6.5877724,32.2235107,0.05,-0.936,5
397,1,1,10.9825859,18.2450008,0.169,-1.143,5
397,2,1,8.8534126,20.6745434,0.169,-1.143,5
398,1,1,4.1072583,36.105999,0.072,0.324,5
398,2,1,3.4781425,39.1702347,0.072,0.324,5
399,1,1,19.6378841,13.5319996,0.234,0.686,5
399,2,1,18.7979069,14.2318211,0.234,0.686,5
400,1,1,8.9824266,18.6630001,0.192,0.503,5
400,2,1,7.0780687,21.4209137,0.192,0.503,5
401,1,1,12.5111904,14.5120001,0.1,-0.22,8
401,2,1,11.0864849,15.9997797,0.1,-0.22,8
402,1,1,6.3560505,23.0510006,-0.046,-3.103,8
402,2,1,5.6594248,22.6762085,-0.046,-3.103,8
403,1,1,14.6014881,16.118,0.302,0.393,8
403,2,1,13.6172981,16.5140095,0.302,0.393,8
404,1,1,7.6988115,24.9130001,0.144,-3.404,8
404,2,1,6.983284,23.5901241,0.144,-3.404,8
405,1,1,11.159915,17.3029995,0.151,-0.242,8
405,2,1,9.628397,18.5565815,0.151,-0.242,8
406,1,1,3.9631162,31.2980003,0.175,-0.28,8
406,2,1,3.6914368,31.9779701,0.175,-0.28,8
407,1,1,20.2397137,15.5550003,0.119,0.4,8
407,2,1,19.7449265,15.1909313,0.119,0.4,8
408,1,1,9.0384226,17.1240005,0.156,-0.649,8
408,2,1,7.931818,18.036356,0.156,-0.649,8
409,1,1,13.3996716,17.2770004,0.147,-1.529,8
409,2,1,12.241827,17.5509548,0.147,-1.529,8
410,1,1,6.9639158,21.7350006,0.334,-3.777,8
410,2,1,6.170105,21.8892441,0.334,-3.777,8
411,1,1,14.8886347,15.9460001,0.207,-0.738,8
411,2,1,13.9599857,16.1299114,0.207,-0.738,8
412,1,1,7.8306508,16.8260002,0.394,0.866,8
412,2,1,6.7068772,18.4207172,0.394,0.866,8
413,1,1,10.2084961,17.5879993,0.066,0.954,8
413,2,1,8.8262129,18.8376446,0.066,0.954,8
414,1,1,5.3837519,30.0499992,-0.061,-0.317,8
414,2,1,4.9890122,31.3253899,-0.061,-0.317,8
415,1,1,18.0300503,13.1789999,0.105,-1.316,8
415,2,1,17.2973671,13.9815264,0.105,-1.316,8
416,1,1,9.6821327,15.7139997,0.104,-0.006,8
416,2,1,8.3977985,17.2131729,0.104,-0.006,8
417,1,1,11.9173403,15.2340002,0.116,-2.147,8
417,2,1,10.4460115,16.6215649,0.116,-2.147,8
418,1,1,5.7974114,23.1380005,0.078,-1.108,8
418,2,1,5.1425481,22.8385201,0.078,-1.108,8
419,1,1,13.8863869,16.8500004,0.166,0.524,8
419,2,1,12.7669744,17.0483475,0.166,0.524,8
420,1,1,7.2281713,20.2469997,0.229,-0.302,8
420,2,1,6.3378892,20.8184643,0.229,-0.302,8
421,1,1,11.5919819,14.8549995,0.055,-2.57,8
421,2,1,10.0200863,16.6232166,0.055,-2.57,8
422,1,1,4.6253157,22.4699993,-0.165,1.015,8
422,2,1,4.0682306,22.4455414,-0.165,1.015,8
423,1,1,22.0345707,12.7980003,0.135,-1.629,8
423,2,1,21.5843086,13.4451036,0.135,-1.629,8
424,1,1,8.8356342,20.9500008,0.058,-2.104,8
424,2,1,7.7906718,21.2068958,0.058,-2.104,8
425,1,1,12.6259661,15.6809998,0.301,-1.75,8
425,2,1,11.2833633,16.6529427,0.301,-1.75,8
426,1,1,6.8599863,27.8339996,-0.158,-1.119,8
426,2,1,6.2742839,29.6843681,-0.158,-1.119,8
427,1,1,15.4083414,16.2140007,0.241,-0.387,8
427,2,1,14.5709734,16.2793827,0.241,-0.387,8
428,1,1,8.3826885,17.8439999,0.12,-0.923,8
428,2,1,7.2946577,18.8059006,0.12,-0.923,8
429,1,1,10.8961411,19.3700008,0.076,-2.365,8
429,2,1,9.6312551,19.9724121,0.076,-2.365,8
430,1,1,5.2979026,23.6639996,-0.073,0.069,8
430,2,1,4.7945642,22.7283669,-0.073,0.069,8
431,1,1,16.459486,13.7950001,0.086,1.331,8
431,2,1,15.5605211,14.5029593,0.086,1.331,8
432,1,1,9.5582485,21.3129997,0.068,1.446,8
432,2,1,8.3819971,21.6622238,0.068,1.446,8
433,1,1,12.1558971,16.3530006,0.136,-1.252,8
433,2,1,10.6658764,17.5999222,0.136,-1.252,8
434,1,1,6.2378802,23.4659996,-0.107,-3.386,8
434,2,1,5.6034036,22.6532516,-0.107,-3.386,8
435,1,1,14.269227,15.6409998,0.165,-0.05,8
435,2,1,13.1726875,16.1361866,0.165,-0.05,8
436,1,1,7.394846,17.9510002,0.247,-1.761,8
436,2,1,6.364737,19.2234554,0.247,-1.761,8
437,1,1,11.0769033,16.3759995,0.231,-2.451,8
437,2,1,9.7792177,17.4129238,0.231,-2.451,8
438,1,1,4.3194394,25.4820004,0.153,-2.272,8
438,2,1,3.9074466,24.135704,0.153,-2.272,8
439,1,1,18.7751579,14.6379995,0.109,0.303,8
439,2,1,18.1832275,14.8008318,0.109,0.303,8
440,1,1,9.3115311,13.7799997,-0.016,0.243,8
440,2,1,7.8688407,16.2091541,-0.016,0.243,8
441,1,1,13.3963995,14.8970003,0.165,-0.254,8
441,2,1,12.1319313,15.8478374,0.165,-0.254,8
442,1,1,6.9498878,24.2619991,0.037,1.682,8
442,2,1,6.2187686,23.4015827,0.037,1.682,8
443,1,1,15.2377014,13.618,0.106,0.524,8
443,2,1,14.2345428,14.5567741,0.106,0.524,8
444,1,1,8.0466356,19.6730003,0.091,-1.249,8
444,2,1,6.9853597,20.6293144,0.091,-1.249,8
445,1,1,10.007803,16.6730003,0.286,-1.006,8
445,2,1,8.7205753,17.9794579,0.286,-1.006,8
446,1,1,5.6993346,19.7730007,-0.1,2.231,8
446,2,1,4.9734888,20.4589481,-0.1,2.231,8
447,1,1,17.8006039,14.6230001,0.173,-0.556,8
447,2,1,17.1242752,14.8201981,0.173,-0.556,8
448,1,1,9.8738127,18.8649998,0.087,-1.58,8
448,2,1,8.5230541,19.6804695,0.087,-1.58,8
449,1,1,12.033082,16.9389992,0.106,-1.041,8
449,2,1,10.6885223,17.7991467,0.106,-1.041,8
450,1,1,5.7781878,24.0650005,0.266,-5.662,8
450,2,1,5.2581153,22.9503822,0.266,-5.662,8
451,1,1,13.9751844,17.809,0.231,-2.638,8
451,2,1,12.9788837,17.7048016,0.231,-2.638,8
452,1,1,7.3477111,23.0230007,0.2,0.338,8
452,2,1,6.4889894,22.870245,0.2,0.338,8
453,1,1,11.4431286,18.3120003,0.075,-0.422,8
453,2,1,10.00354,18.9392128,0.075,-0.422,8
454,1,1,4.6514139,29.3260002,0.034,-4.434,8
454,2,1,4.3050585,30.8738346,0.034,-4.434,8
455,1,1,20.7903976,13.5509996,0.09,0.758,8
455,2,1,20.2749462,13.9484539,0.09,0.758,8
456,1,1,8.5580177,15.4870005,0.156,-2.602,8
456,2,1,7.3695388,17.136055,0.156,-2.602,8
457,1,1,13.0520573,16.8290005,0.044,0.573,8
457,2,1,11.8285456,17.2670155,0.044,0.573,8
458,1,1,6.7429547,17.0060005,0.075,-2.874,8
458,2,1,5.8658633,18.2047176,0.075,-2.874,8
459,1,1,16.413332,18.3220005,0.129,-1.366,8
459,2,1,15.7946634,17.2415314,0.129,-1.366,8
460,1,1,8.5874128,19.1049995,0.066,-0.925,8
460,2,1,7.4540911,20.2180424,0.066,-0.925,8
461,1,1,10.4191227,16.5799999,0.188,-1.571,8
461,2,1,8.9316092,18.2193451,0.188,-1.571,8
462,1,1,5.1692615,25.9899998,0.052,-1.095,8
462,2,1,4.6951718,28.6498165,0.052,-1.095,8
463,1,1,17.059412,15.8839998,0.112,-0.888,8
463,2,1,16.3619957,15.7746172,0.112,-0.888,8
464,1,1,9.4121418,17.2740002,0.238,0.457,8
464,2,1,8.081336,18.5923061,0.238,0.457,8
465,1,1,12.4436884,16.8939991,0.038,-0.829,8
465,2,1,11.0891056,17.6457424,0.038,-0.829,8
466,1,1,6.3659806,20.802,0.143,-2.496,8
466,2,1,5.5676312,21.2454624,0.143,-2.496,8
467,1,1,14.5350065,15.2580004,0.174,-0.003,8
467,2,1,13.4022474,15.9045973,0.174,-0.003,8
468,1,1,7.8887634,16.8700008,0.077,-1.14,8
468,2,1,6.7511582,18.3185234,0.077,-1.14,8
469,1,1,11.0665426,18.2970009,0.138,0.256,8
469,2,1,9.6502924,19.1042156,0.138,0.256,8
470,1,1,4.2423487,18.9230003,-0.169,2.822,8
470,2,1,3.7254553,19.5585518,-0.169,2.822,8
471,1,1,19.5275936,17.3649998,0.201,-1.455,8
471,2,1,19.1193008,16.4275932,0.201,-1.455,8
472,1,1,9.1998367,18.1149998,0.085,-2.189,8
472,2,1,7.9737639,19.0896301,0.085,-2.189,8
473,1,1,13.3953409,15.3970003,0.119,-1.443,8
473,2,1,12.1260366,16.2265625,0.119,-1.443,8
474,1,1,7.1746068,27.1779995,-0.211,-1.05,8
474,2,1,6.5276356,29.6793213,-0.211,-1.05,8
475,1,1,14.7569752,15.5539999,0.227,0.683,8
475,2,1,13.68433,16.0053406,0.227,0.683,8
476,1,1,8.2390804,19.6429996,-0.078,-1.043,8
476,2,1,7.1561379,20.3771687,-0.078,-1.043,8
477,1,1,10.4171667,16.0890007,0.138,0.557,8
477,2,1,8.9331894,17.7467632,0.138,0.557,8
478,1,1,5.543035,25.8470001,0.073,-2.425,8
478,2,1,5.0681195,28.7463245,0.073,-2.425,8
479,1,1,18.4271927,14.9359999,0.207,-0.483,8
479,2,1,17.8059597,14.9766827,0.207,-0.483,8
480,1,1,9.7751541,19.5860004,0.176,0.288,8
480,2,1,8.4970655,20.5221825,0.176,0.288,8
481,1,1,11.6671648,21.8330002,0.221,-0.484,8
481,2,1,10.4699717,21.508316,0.221,-0.484,8
482,1,1,5.5468893,24.0429993,0.191,-2.8,8
482,2,1,4.9526076,23.5078621,0.191,-2.8,8
483,1,1,13.7704191,15.6400003,-0.023,0.444,8
483,2,1,12.5667543,16.274107,-0.023,0.444,8
484,1,1,7.0962572,22.1030006,0.33,5.878,8
484,2,1,6.4787431,21.3118916,0.33,5.878,8
